,subID,onset,target_child_name,target_child_age,meanF0,stdevF0,minF0,maxF0,Language,Contingency
37,030621,Braunwald.wav,155156.0,030621,249.07323134370455,67.20176536131295,86.61768504201224,388.6575393820647,English,Contingent
38,020221,Braunwald.wav,1552852.0,020221,215.55733552869268,11.997330354664555,195.0029112753064,245.5398017407488,English,Contingent
39,030001,Braunwald.wav,112340.0,030001,199.8160238571498,45.315398894657115,100.98815858186025,245.89754809326038,English,Contingent
40,010602,Braunwald.wav,563794.0,010602,284.80767988032824,117.63787666320415,69.24942397336521,477.74008163587064,English,Contingent
41,020710,Braunwald.wav,1259648.0,020710,204.37634723675058,32.69528809914448,168.02873933302712,272.4177126523707,English,Contingent
42,020023,Braunwald.wav,264267.0,020023,141.32157708891066,24.043573576196597,86.78967620654986,188.09792646583412,English,Contingent
43,010511,Braunwald.wav,693768.0,010511,300.333109104306,94.63608324307879,190.89029732939147,503.5996699838406,English,Contingent
44,041000,Braunwald.wav,190250.0,041000,281.719989203657,107.61095201531309,81.42096974529846,541.1703395303625,English,Contingent
45,040718c,Braunwald.wav,510906.0,040718c,257.8131178171456,74.08883233765546,153.3233656128574,382.9416985551517,English,Contingent
46,030010,Braunwald.wav,24127.0,030010,273.33572511433704,113.53129326070069,84.00605005863646,588.662592605231,English,Contingent
47,020300a,Braunwald.wav,1941609.0,020300a,200.59575009899845,99.322667316716,77.0818488256464,598.5617776141908,English,Contingent
48,030128,Braunwald.wav,663730.0,030128,190.23361500280407,54.732838028957424,75.54963034402952,376.4330499658583,English,Contingent
49,040307a,Braunwald.wav,714149.0,040307a,197.54145637851767,138.00159172929966,80.50454110265179,560.0446060564637,English,Contingent
50,020323,Braunwald.wav,1204712.0,020323,211.6374367871419,77.45887006336238,157.04447301231815,420.15542048436157,English,Contingent
51,030324,Braunwald.wav,204521.0,030324,210.87138622917337,51.24008437865885,69.63956835627366,258.54557095509864,English,Contingent
52,020221,Braunwald.wav,2535400.0,020221,334.0310336863994,68.81112588577703,196.77315139430527,466.8517770437329,English,Contingent
53,030702c,Braunwald.wav,16260.000000000002,030702c,238.37050597342488,35.60082976325699,145.59023557800006,381.87442160648476,English,Contingent
54,030528a,Braunwald.wav,362567.0,030528a,206.01743271991924,36.71980850877073,187.479280944756,436.1232031998818,English,Contingent
55,020311,Braunwald.wav,74634.0,020311,222.62135750482477,34.07891548043831,101.9366444408325,251.99829465307346,English,Contingent
56,020010,Braunwald.wav,447430.0,020010,220.0735265513176,29.33723630421133,129.50571745913453,268.4044097728089,English,Contingent
57,060417,Braunwald.wav,475476.0,060417,223.84248339363424,85.47880599370298,93.27024202103586,394.2597097959988,English,Contingent
58,030627b,Braunwald.wav,631827.0,030627b,461.72603933062493,56.68214570025323,402.0080277464865,593.3752194115949,English,Contingent
59,030125a,Braunwald.wav,141665.0,030125a,253.78329933487998,76.15487115120239,87.27016681482341,359.2520527280835,English,Contingent
60,030422,Braunwald.wav,286220.0,030422,232.29348836255602,76.39651835622789,154.93124604480752,449.9268704182784,English,Contingent
61,030113,Braunwald.wav,6918.0,030113,210.96467190384777,85.8191264087036,75.60735639616736,399.6980998930951,English,Contingent
62,011125,Braunwald.wav,543761.0,011125,192.43875950111428,122.40170701286455,76.35183131676182,398.98773450286717,English,Contingent
63,070014,Braunwald.wav,955474.0,070014,113.38115903969685,75.86059520943002,75.34642665770856,402.50687042300086,English,Contingent
64,020226,Braunwald.wav,290453.0,020226,193.51303496346276,118.77189382567177,136.24942087875675,563.6868392235391,English,Contingent
65,011019,Braunwald.wav,1974.0,011019,196.86496723816006,46.34222453029068,108.77868107371599,241.897526195091,English,Contingent
66,020406,Braunwald.wav,23586.0,020406,260.50812026689636,52.38298480835727,125.2605082209901,364.91025938036046,English,Contingent
67,010902,Braunwald.wav,234329.0,010902,259.1113749712409,99.46471348399241,76.98454513766914,353.4915900890752,English,Contingent
68,041000,Braunwald.wav,5591890.0,041000,352.52734274560834,37.73680428000067,300.216563798054,427.98158304972696,English,Contingent
69,030128,Braunwald.wav,73927.0,030128,113.69088911060285,27.57126386046166,78.91726003611151,152.05011149776269,English,Contingent
70,020411,Braunwald.wav,547451.0,020411,189.37562608625038,43.885531746267404,95.07733207535638,236.44284668853263,English,Contingent
71,010600b,Braunwald.wav,187692.0,010600b,223.14178867921285,3.589196674216029,216.849448580075,227.55437779502728,English,Contingent
72,030001,Braunwald.wav,262768.0,030001,303.42498772516547,15.337699820541754,286.42872177381884,354.85962059801966,English,Contingent
73,060417,Braunwald.wav,1763246.0,060417,137.99740017265052,59.922304433519145,79.54372535765951,451.66460987496293,English,Contingent
74,010705,Braunwald.wav,479099.0,010705,235.49799168974667,36.75429554896835,123.97116829518754,295.7606951390218,English,Contingent
75,060417,Braunwald.wav,961019.0,060417,108.63722199740991,3.827830626162078,105.36141414345778,114.9461988510584,English,Contingent
76,011126,Braunwald.wav,405327.0,011126,227.49257620833646,67.7185788535036,109.1630295831461,410.77661761455806,English,Contingent
77,011103,Braunwald.wav,33870.0,011103,316.99660432158237,118.66588467379746,209.21944519619717,584.9175735245594,English,Contingent
78,020110,Braunwald.wav,106145.0,020110,363.8630678551092,163.70281265077145,179.79500179616065,563.2398348024788,English,Contingent
79,010511,Braunwald.wav,306956.0,010511,303.0448423186135,78.20598585973842,142.50091904999474,418.30553372752024,English,Contingent
80,040718c,Braunwald.wav,386562.0,040718c,259.219682529262,76.72572772868565,181.6301134105733,423.0064658416523,English,Contingent
81,020330,Braunwald.wav,242021.0,020330,155.744436452565,14.615506743997154,138.65897251674642,193.10115450056597,English,Contingent
82,020502,Braunwald.wav,1295925.0,020502,267.9069834197362,4.921921987155657,259.7375533072039,276.14607408012387,English,Contingent
83,020300a,Braunwald.wav,1525355.0,020300a,448.9080160246819,8.216106374912197,435.78237261720284,459.7467357325056,English,Contingent
84,041000,Braunwald.wav,5943566.0,041000,271.10133759351146,107.91944043314444,170.57567067055248,596.2530971069565,English,Contingent
85,020129,Braunwald.wav,343672.0,020129,284.83606065978,9.421954838299127,264.4529483314362,298.6349037668923,English,Contingent
86,030700,Braunwald.wav,679862.0,030700,282.540794124438,99.50078055488368,104.97388487578307,434.58874877564125,English,Contingent
87,060417,Braunwald.wav,1836748.0,060417,155.07292252607292,41.54245004612061,93.91941362117852,237.56740585436162,English,Contingent
88,011113,Braunwald.wav,22868.0,011113,257.34897948947673,100.05754903065838,78.67528058659744,592.5682255217024,English,Contingent
89,020221,Braunwald.wav,965557.0,020221,254.80786608410946,55.700041840825605,130.92670224890804,373.67435853203636,English,Contingent
90,040718d,Braunwald.wav,162808.0,040718d,185.68580576913945,61.416012882238874,76.52063960124245,317.3657087227478,English,Contingent
91,011118,Braunwald.wav,130643.0,011118,296.52161550016245,153.22941993860135,75.97301265536012,491.35043323279297,English,Contingent
92,040301a,Braunwald.wav,233159.0,040301a,233.8960584454268,52.75005688591073,88.14266043534336,336.3707708115618,English,Contingent
93,011124,Braunwald.wav,962101.0,011124,156.910434843858,72.3644988041741,78.9308237633613,339.6794248246821,English,Contingent
94,010705,Braunwald.wav,1066506.0,010705,278.99530629055755,93.41192555946441,135.2326510752648,456.65150025508433,English,Contingent
95,020312,Braunwald.wav,388220.0,020312,182.2548749905643,56.697306605318175,84.35944031313154,258.2787808431053,English,Contingent
96,020024,Braunwald.wav,289542.0,020024,204.64336313199735,46.5159383779023,77.58007243605361,374.8703764460135,English,Contingent
97,011103,Braunwald.wav,890017.0,011103,194.57626878607695,16.554893001386098,173.59016684635205,221.50988976064548,English,Contingent
98,010819,Braunwald.wav,89906.0,010819,157.61894453009495,15.651624114670659,144.28468148169642,185.2166281054002,English,Contingent
99,020226,Braunwald.wav,871811.0,020226,186.05169697458734,36.085764740864526,92.8044807940738,221.75277239193704,English,Contingent
100,030702d,Braunwald.wav,192214.0,030702d,290.24415677646556,93.05821963949742,147.6565902900594,595.2930600937732,English,Contingent
101,020212b,Braunwald.wav,617188.0,020212b,242.23485652962677,57.701950654679344,154.15387160198236,518.9305234122442,English,Contingent
102,030009,Braunwald.wav,6862.0,030009,237.26879802793943,89.72613951071327,159.0834963977425,395.0039924554917,English,Contingent
103,010627,Braunwald.wav,19912.0,010627,263.60933879605494,118.45112950440469,172.64855280697873,481.0820548797333,English,Contingent
104,020128,Braunwald.wav,9083.0,020128,354.91657560307686,60.27607357740596,137.35606882154522,418.808247772715,English,Contingent
105,020423,Braunwald.wav,1121699.0,020423,256.891144947127,125.70721127948606,97.43123656866597,490.66737829421425,English,Contingent
106,020306,Braunwald.wav,776276.0,020306,264.66408696554254,141.53442685344288,85.19800388156115,402.8081874753855,English,Contingent
107,010603,Braunwald.wav,262987.0,010603,229.16419860488793,125.84825155527973,87.93877910106141,468.3127291631279,English,Contingent
108,011116,Braunwald.wav,25636.0,011116,391.9398391027764,164.35527804693035,176.15090838646233,564.2438520948789,English,Contingent
109,020017,Braunwald.wav,90676.0,020017,188.84046254087806,44.39112249168553,156.29339473767476,365.03624336333803,English,Contingent
110,020218,Braunwald.wav,1289482.0,020218,208.2135316085213,67.55011064156916,66.39094534107394,305.7658217368978,English,Contingent
111,010717,Braunwald.wav,779726.0,010717,211.75314433597845,23.747067280565783,179.28981056121813,248.3279032150462,English,Contingent
112,020218,Braunwald.wav,1275376.0,020218,214.14222291189125,24.741138842042048,174.02570987902345,251.34988037213637,English,Contingent
113,010720,Braunwald.wav,383564.0,010720,213.4966254285829,98.28381230106419,75.30703965522397,581.8286326947033,English,Contingent
114,020624,Braunwald.wav,344217.0,020624,243.74125719871947,14.474344951516677,223.22573179037633,272.47814117145776,English,Contingent
115,040211b,Braunwald.wav,661480.0,040211b,178.21833752112167,47.37797158131564,64.55230623415578,224.34916821676254,English,Contingent
116,020819,Braunwald.wav,1797070.0,020819,198.72438966184916,54.24333984175062,147.99420173448488,352.53018556705746,English,Contingent
117,010512,Braunwald.wav,23701.0,010512,263.71350255954275,51.99520139539315,165.78952054754114,317.9968071267721,English,Contingent
118,010600b,Braunwald.wav,176008.0,010600b,240.30181044540663,88.38778049813425,102.80932244568226,420.32683379963834,English,Contingent
119,041000,Braunwald.wav,3697070.0,041000,203.0179781468366,160.85894604445556,82.33088021705792,515.8401961873546,English,Contingent
120,030311,Braunwald.wav,1280207.0,030311,220.47995633062106,59.53669546615058,146.264139524793,301.1276697263248,English,Contingent
121,030125b,Braunwald.wav,974130.0,030125b,213.7705255921867,59.90958674390857,81.08368102810584,357.68569903861965,English,Contingent
122,020323,Braunwald.wav,711273.0,020323,341.17520147642324,134.4017919218369,165.6712414021152,532.193676714926,English,Contingent
123,011010,Braunwald.wav,1117126.0,011010,259.7289320533122,85.46177833775256,115.48143575297281,562.9742974540914,English,Contingent
124,020218,Braunwald.wav,82553.0,020218,219.4504997272619,84.90919388114293,75.49701278780418,492.6123515650875,English,Contingent
125,020119,Braunwald.wav,498276.0,020119,248.3336344161777,76.16334902935453,173.888166707143,388.1383852149624,English,Contingent
126,020300,Braunwald.wav,399097.0,020300,212.04966149024008,55.022722386692365,143.21333789262223,438.97209737305724,English,Contingent
127,040211b,Braunwald.wav,38163.0,040211b,177.02110572846618,40.038695663226406,77.1082684987898,273.53226698469155,English,Contingent
128,020624,Braunwald.wav,676022.0,020624,331.589217751969,65.28558153356241,123.29956638672127,493.2139905599322,English,Contingent
