,Language_name,target_child_id,transcript_id,contingent,sums,caregiver_type
2926,Norwegian,23625,44948,non-contingent,36,Mother & Father
2927,Norwegian,23625,44951,contingent,145,Mother & Father
2928,Norwegian,23625,44951,non-contingent,157,Mother & Father
2929,Norwegian,23625,44952,contingent,8,Mother only
2930,Norwegian,23625,44953,contingent,67,Mother & Father
2931,Norwegian,23625,44953,non-contingent,89,Mother & Father
2932,Norwegian,23625,44954,contingent,64,Mother & Father
2933,Norwegian,23625,44954,non-contingent,34,Mother & Father
2934,Norwegian,23625,44955,contingent,8,Mother only
2935,Norwegian,23625,44955,non-contingent,4,Mother only
2936,Norwegian,23625,44957,contingent,8,Mother only
2937,Norwegian,23625,44957,non-contingent,80,Mother only
2938,Norwegian,23625,44959,contingent,9,Mother only
2939,Norwegian,23625,44959,non-contingent,11,Mother only
2940,Norwegian,23625,44964,contingent,32,Mother only
2941,Norwegian,23625,44964,non-contingent,177,Mother only
2942,Norwegian,23625,44965,contingent,19,Mother & Father
2943,Norwegian,23625,44965,non-contingent,71,Mother & Father
2944,Norwegian,23625,44966,contingent,4,Mother only
2945,Norwegian,23625,44966,non-contingent,97,Mother only
2946,Norwegian,23625,44973,contingent,57,Mother & Father
2947,Norwegian,23625,44973,non-contingent,189,Mother & Father
2948,Norwegian,23625,44974,contingent,88,Father only
2949,Norwegian,23625,44974,non-contingent,96,Father only
2950,Norwegian,23625,44975,contingent,11,Father only
2951,Norwegian,23625,44975,non-contingent,19,Father only
2952,Norwegian,23625,44980,contingent,128,Mother only
2953,Norwegian,23625,44980,non-contingent,194,Mother only
2954,Norwegian,23625,44984,contingent,33,Mother only
2955,Norwegian,23625,44984,non-contingent,12,Mother only
2956,Norwegian,23625,44985,contingent,25,Mother only
2957,Norwegian,23625,44985,non-contingent,9,Mother only
2958,Norwegian,23625,44986,contingent,25,Mother only
2959,Norwegian,23625,44986,non-contingent,23,Mother only
2960,Norwegian,23632,44950,contingent,10,Mother & Father
2961,Norwegian,23632,44950,non-contingent,1,Mother & Father
2962,Persian,13594,20935,contingent,43,Mother only
2963,Persian,13594,20935,non-contingent,96,Mother only
2964,Persian,13594,20936,contingent,14,Mother only
2965,Persian,13594,20936,non-contingent,94,Mother only
2966,Persian,13594,20938,contingent,13,Mother only
2967,Persian,13594,20938,non-contingent,30,Mother only
2968,Persian,13594,20939,contingent,28,Mother only
2969,Persian,13594,20939,non-contingent,111,Mother only
2970,Persian,13594,20940,contingent,8,Mother only
2971,Persian,13594,20940,non-contingent,61,Mother only
2972,Persian,13594,20943,contingent,39,Mother only
2973,Persian,13594,20943,non-contingent,57,Mother only
2974,Persian,13594,20944,contingent,30,Mother only
2975,Persian,13594,20944,non-contingent,144,Mother only
2976,Persian,13594,20946,contingent,30,Mother only
2977,Persian,13594,20946,non-contingent,53,Mother only
2978,Persian,13594,20947,contingent,13,Mother only
2979,Persian,13594,20947,non-contingent,167,Mother only
2980,Persian,13594,20948,contingent,58,Mother only
2981,Persian,13594,20948,non-contingent,93,Mother only
2982,Persian,13594,20949,contingent,21,Mother only
2983,Persian,13594,20949,non-contingent,88,Mother only
2984,Portuguese,14765,23228,contingent,72,Mother only
2985,Portuguese,14765,23228,non-contingent,190,Mother only
2986,Portuguese,14765,23229,contingent,75,Mother only
2987,Portuguese,14765,23229,non-contingent,153,Mother only
2988,Portuguese,14765,23230,contingent,36,Mother only
2989,Portuguese,14765,23230,non-contingent,109,Mother only
2990,Portuguese,14765,23231,contingent,28,Mother only
2991,Portuguese,14765,23231,non-contingent,55,Mother only
2992,Portuguese,14765,23232,contingent,53,Mother only
2993,Portuguese,14765,23232,non-contingent,95,Mother only
2994,Portuguese,14765,23233,contingent,61,Mother only
2995,Portuguese,14765,23233,non-contingent,208,Mother only
2996,Portuguese,14765,23234,contingent,65,Mother only
2997,Portuguese,14765,23234,non-contingent,105,Mother only
2998,Portuguese,14765,23236,contingent,10,Mother only
2999,Portuguese,14765,23236,non-contingent,67,Mother only
3000,Portuguese,14765,23237,contingent,53,Mother only
3001,Portuguese,14765,23237,non-contingent,187,Mother only
3002,Portuguese,14765,23238,contingent,65,Mother only
3003,Portuguese,14765,23238,non-contingent,108,Mother only
3004,Portuguese,14765,23239,contingent,9,Mother only
3005,Portuguese,14765,23239,non-contingent,17,Mother only
3006,Portuguese,14765,23242,contingent,53,Mother only
3007,Portuguese,14765,23242,non-contingent,63,Mother only
3008,Portuguese,14781,23267,contingent,111,Mother only
3009,Portuguese,14781,23267,non-contingent,126,Mother only
3010,Portuguese,14781,23268,contingent,129,Mother only
3011,Portuguese,14781,23268,non-contingent,125,Mother only
3012,Portuguese,14781,23269,contingent,88,Mother only
3013,Portuguese,14781,23269,non-contingent,94,Mother only
3014,Portuguese,14781,23270,contingent,100,Mother only
3015,Portuguese,14781,23270,non-contingent,109,Mother only
3016,Portuguese,14781,23271,contingent,112,Mother only
3017,Portuguese,14781,23271,non-contingent,112,Mother only
3018,Portuguese,14781,23272,contingent,108,Mother only
3019,Portuguese,14781,23272,non-contingent,146,Mother only
3020,Portuguese,14781,23273,contingent,97,Mother only
3021,Portuguese,14781,23273,non-contingent,122,Mother only
3022,Portuguese,14781,23274,contingent,118,Mother only
3023,Portuguese,14781,23274,non-contingent,147,Mother only
3024,Portuguese,14781,23275,contingent,136,Mother only
3025,Portuguese,14781,23275,non-contingent,141,Mother only
3026,Portuguese,14781,23276,contingent,93,Mother only
3027,Portuguese,14781,23276,non-contingent,128,Mother only
3028,Portuguese,14781,23277,contingent,156,Mother only
3029,Portuguese,14781,23277,non-contingent,127,Mother only
3030,Spanish,6037,12201,contingent,64,Mother only
3031,Spanish,6037,12201,non-contingent,108,Mother only
3032,Spanish,6037,12202,contingent,111,Mother only
3033,Spanish,6037,12202,non-contingent,105,Mother only
3034,Spanish,6037,12203,contingent,116,Mother only
3035,Spanish,6037,12203,non-contingent,111,Mother only
3036,Spanish,6037,12204,contingent,80,Mother only
3037,Spanish,6037,12204,non-contingent,82,Mother only
3038,Spanish,6037,12205,contingent,118,Mother only
3039,Spanish,6037,12205,non-contingent,124,Mother only
3040,Spanish,6037,12207,contingent,74,Mother only
3041,Spanish,6037,12207,non-contingent,120,Mother only
3042,Spanish,6037,12208,contingent,106,Mother only
3043,Spanish,6037,12208,non-contingent,162,Mother only
3044,Spanish,6037,12210,contingent,104,Mother only
3045,Spanish,6037,12210,non-contingent,133,Mother only
3046,Spanish,6037,12211,contingent,88,Mother only
3047,Spanish,6037,12211,non-contingent,85,Mother only
3048,Spanish,6037,12213,contingent,129,Mother & Father
3049,Spanish,6037,12213,non-contingent,92,Mother & Father
3050,Spanish,6037,12214,contingent,119,Father only
3051,Spanish,6037,12214,non-contingent,102,Father only
3052,Spanish,6037,12215,contingent,150,Mother only
3053,Spanish,6037,12215,non-contingent,85,Mother only
3054,Spanish,6037,12216,contingent,120,Mother & Father
3055,Spanish,6037,12216,non-contingent,114,Mother & Father
3056,Spanish,6037,12217,contingent,95,Mother & Father
3057,Spanish,6037,12217,non-contingent,78,Mother & Father
3058,Spanish,6037,12218,contingent,90,Mother only
3059,Spanish,6037,12218,non-contingent,77,Mother only
3060,Spanish,6037,12219,contingent,110,Father only
3061,Spanish,6037,12219,non-contingent,149,Father only
3062,Spanish,6037,12220,contingent,25,Father only
3063,Spanish,6037,12220,non-contingent,22,Father only
3064,Spanish,6037,12221,contingent,142,Mother only
3065,Spanish,6037,12221,non-contingent,125,Mother only
3066,Spanish,6037,12222,contingent,123,Mother only
3067,Spanish,6037,12222,non-contingent,145,Mother only
3068,Spanish,6037,12223,contingent,92,Mother only
3069,Spanish,6037,12223,non-contingent,99,Mother only
3070,Spanish,6037,12225,contingent,79,Mother only
3071,Spanish,6037,12225,non-contingent,100,Mother only
3072,Spanish,6037,12226,contingent,109,Mother only
3073,Spanish,6037,12226,non-contingent,122,Mother only
3074,Spanish,6037,12228,contingent,109,Mother only
3075,Spanish,6037,12228,non-contingent,112,Mother only
3076,Spanish,6048,12212,contingent,132,Mother only
3077,Spanish,6048,12212,non-contingent,132,Mother only
3078,Spanish,6315,12653,contingent,126,Father only
3079,Spanish,6315,12653,non-contingent,89,Father only
3080,Spanish,6315,12655,contingent,191,Father only
3081,Spanish,6315,12655,non-contingent,102,Father only
3082,Spanish,6315,12656,contingent,149,Father only
3083,Spanish,6315,12656,non-contingent,146,Father only
3084,Spanish,6315,12659,contingent,111,Father only
3085,Spanish,6315,12659,non-contingent,164,Father only
3086,Spanish,6315,12660,contingent,99,Father only
3087,Spanish,6315,12660,non-contingent,131,Father only
3088,Spanish,6315,12661,contingent,140,Father only
3089,Spanish,6315,12661,non-contingent,162,Father only
3090,Swedish,5838,11393,contingent,94,Mother & Father
3091,Swedish,5838,11393,non-contingent,91,Mother & Father
3092,Swedish,5838,11395,contingent,95,Mother only
3093,Swedish,5838,11395,non-contingent,107,Mother only
3094,Swedish,5838,11396,contingent,142,Mother & Father
3095,Swedish,5838,11396,non-contingent,91,Mother & Father
3096,Swedish,5838,11514,contingent,146,Mother only
3097,Swedish,5838,11514,non-contingent,173,Mother only
3098,Swedish,5843,11434,contingent,81,Mother only
3099,Swedish,5843,11434,non-contingent,115,Mother only
3100,Swedish,5843,11435,contingent,115,Mother only
3101,Swedish,5843,11435,non-contingent,139,Mother only
3102,Swedish,5843,11436,contingent,135,Mother only
3103,Swedish,5843,11436,non-contingent,154,Mother only
3104,Swedish,5843,11441,contingent,157,Mother only
3105,Swedish,5843,11441,non-contingent,135,Mother only
3106,Swedish,5843,11445,contingent,132,Mother only
3107,Swedish,5843,11445,non-contingent,136,Mother only
3108,Swedish,5863,11552,contingent,119,Mother only
3109,Swedish,5863,11552,non-contingent,155,Mother only
3110,Swedish,5863,11553,contingent,27,Mother only
3111,Swedish,5863,11553,non-contingent,114,Mother only
3112,Swedish,5863,11554,contingent,72,Mother only
3113,Swedish,5863,11554,non-contingent,146,Mother only
3114,Swedish,5863,11555,contingent,72,Mother & Father
3115,Swedish,5863,11555,non-contingent,194,Mother & Father
3116,Swedish,5863,11556,contingent,128,Mother only
3117,Swedish,5863,11556,non-contingent,151,Mother only
3118,Swedish,5863,11557,contingent,115,Mother only
3119,Swedish,5863,11557,non-contingent,198,Mother only
3120,Swedish,5863,11558,contingent,98,Mother only
3121,Swedish,5863,11558,non-contingent,249,Mother only
3122,Tseltal,643,643,contingent,18,Mother only
3123,Tseltal,643,643,non-contingent,32,Mother only
3124,Tseltal,2109,2109,contingent,20,Mother only
3125,Tseltal,2109,2109,non-contingent,37,Mother only
3126,Tseltal,2625,2625,contingent,32,Mother only
3127,Tseltal,2625,2625,non-contingent,63,Mother only
3128,Tseltal,3026,3026,contingent,27,Mother only
3129,Tseltal,3026,3026,non-contingent,135,Mother only
3130,Tseltal,6216,6216,contingent,51,Mother only
3131,Tseltal,6216,6216,non-contingent,23,Mother only
3132,Tseltal,7176,7176,contingent,2,Mother only
3133,Tseltal,7176,7176,non-contingent,26,Mother only
3134,Tseltal,7220,7220,contingent,8,Mother only
3135,Tseltal,7220,7220,non-contingent,38,Mother only
3136,Tseltal,7326,7326,contingent,55,Mother only
3137,Tseltal,7326,7326,non-contingent,34,Mother only
3138,Tseltal,8179,8179,contingent,21,Mother only
3139,Tseltal,8179,8179,non-contingent,50,Mother only
3140,Tseltal,8787,8787,contingent,17,Mother only
3141,Tseltal,8787,8787,non-contingent,19,Mother only
