,Language_name,target_child_id,transcript_id,contingent,sums,caregiver_type
2368,French,24592,47127,non-contingent,195,Mother & Father
2369,French,24592,47128,contingent,8,Mother only
2370,French,24592,47128,non-contingent,164,Mother only
2371,French,24592,47129,contingent,13,Mother & Father
2372,French,24592,47129,non-contingent,178,Mother & Father
2373,French,24615,47151,contingent,38,Mother only
2374,French,24615,47151,non-contingent,63,Mother only
2375,French,24615,47152,contingent,21,Mother only
2376,French,24615,47152,non-contingent,44,Mother only
2377,French,24615,47153,contingent,63,Mother only
2378,French,24615,47153,non-contingent,63,Mother only
2379,French,24615,47154,contingent,24,Mother only
2380,French,24615,47154,non-contingent,26,Mother only
2381,French,24615,47155,contingent,15,Mother only
2382,French,24615,47155,non-contingent,14,Mother only
2383,French,24615,47156,contingent,23,Mother only
2384,French,24615,47156,non-contingent,37,Mother only
2385,French,24615,47157,contingent,23,Mother only
2386,French,24615,47157,non-contingent,35,Mother only
2387,French,24615,47158,contingent,29,Mother only
2388,French,24615,47158,non-contingent,6,Mother only
2389,French,24615,47159,contingent,72,Mother only
2390,French,24615,47159,non-contingent,50,Mother only
2391,French,24615,47160,contingent,50,Mother only
2392,French,24615,47160,non-contingent,71,Mother only
2393,French,24615,47161,contingent,89,Mother only
2394,French,24615,47161,non-contingent,88,Mother only
2395,French,24615,47162,contingent,21,Mother only
2396,French,24615,47162,non-contingent,36,Mother only
2397,French,24615,47163,contingent,17,Mother only
2398,French,24615,47163,non-contingent,13,Mother only
2399,French,24615,47164,contingent,27,Mother only
2400,French,24615,47164,non-contingent,26,Mother only
2401,French,24615,47165,contingent,47,Mother only
2402,French,24615,47165,non-contingent,50,Mother only
2403,French,24615,47166,contingent,38,Mother only
2404,French,24615,47166,non-contingent,44,Mother only
2405,French,24615,47167,contingent,34,Mother only
2406,French,24615,47167,non-contingent,48,Mother only
2407,French,24615,47168,contingent,45,Mother only
2408,French,24615,47168,non-contingent,29,Mother only
2409,French,24615,47169,contingent,69,Mother only
2410,French,24615,47169,non-contingent,57,Mother only
2411,French,24615,47170,contingent,68,Mother only
2412,French,24615,47170,non-contingent,51,Mother only
2413,French,24615,47171,contingent,44,Mother only
2414,French,24615,47171,non-contingent,40,Mother only
2415,French,24615,47172,contingent,24,Mother only
2416,French,24615,47172,non-contingent,23,Mother only
2417,French,24615,47173,contingent,27,Mother only
2418,French,24615,47173,non-contingent,25,Mother only
2419,French,24618,47174,contingent,16,Mother only
2420,French,24618,47174,non-contingent,27,Mother only
2421,French,24618,47176,contingent,17,Mother only
2422,French,24618,47176,non-contingent,8,Mother only
2423,French,24618,47178,contingent,8,Mother only
2424,French,24618,47178,non-contingent,9,Mother only
2425,French,24618,47180,contingent,25,Mother only
2426,French,24618,47180,non-contingent,42,Mother only
2427,French,24618,47181,contingent,29,Mother only
2428,French,24618,47181,non-contingent,23,Mother only
2429,French,24618,47182,contingent,32,Mother only
2430,French,24618,47182,non-contingent,24,Mother only
2431,French,24618,47183,contingent,43,Mother only
2432,French,24618,47183,non-contingent,48,Mother only
2433,French,24618,47184,contingent,53,Mother only
2434,French,24618,47184,non-contingent,25,Mother only
2435,French,24618,47185,contingent,28,Mother only
2436,French,24618,47185,non-contingent,25,Mother only
2437,French,24618,47187,contingent,42,Mother only
2438,French,24618,47187,non-contingent,52,Mother only
2439,French,24618,47188,contingent,51,Mother only
2440,French,24618,47188,non-contingent,71,Mother only
2441,French,24618,47190,contingent,33,Mother only
2442,French,24618,47190,non-contingent,57,Mother only
2443,French,24618,47191,contingent,44,Mother only
2444,French,24618,47191,non-contingent,42,Mother only
2445,French,24618,47192,contingent,30,Mother only
2446,French,24618,47192,non-contingent,46,Mother only
2447,French,24618,47193,contingent,47,Mother only
2448,French,24618,47193,non-contingent,84,Mother only
2449,French,24618,47194,contingent,61,Mother only
2450,French,24618,47194,non-contingent,23,Mother only
2451,French,24618,47196,contingent,41,Mother only
2452,French,24618,47196,non-contingent,47,Mother only
2453,French,24618,47197,contingent,69,Mother only
2454,French,24618,47197,non-contingent,39,Mother only
2455,German,19070,30478,contingent,96,Mother only
2456,German,19070,30478,non-contingent,125,Mother only
2457,German,19070,30482,contingent,139,Mother only
2458,German,19070,30482,non-contingent,197,Mother only
2459,German,19070,30490,contingent,165,Mother only
2460,German,19070,30490,non-contingent,192,Mother only
2461,German,19070,30508,contingent,145,Father only
2462,German,19070,30508,non-contingent,214,Father only
2463,German,19070,30512,contingent,36,Mother only
2464,German,19070,30512,non-contingent,31,Mother only
2465,German,19070,30555,contingent,107,Mother & Father
2466,German,19070,30555,non-contingent,181,Mother & Father
2467,German,19070,30569,contingent,107,Mother & Father
2468,German,19070,30569,non-contingent,228,Mother & Father
2469,German,19070,30587,contingent,50,Mother only
2470,German,19070,30587,non-contingent,122,Mother only
2471,German,19070,30633,contingent,117,Mother & Father
2472,German,19070,30633,non-contingent,160,Mother & Father
2473,German,19070,30636,contingent,131,Mother only
2474,German,19070,30636,non-contingent,143,Mother only
2475,German,19070,30660,contingent,99,Mother & Father
2476,German,19070,30660,non-contingent,131,Mother & Father
2477,German,19070,30665,contingent,138,Mother & Father
2478,German,19070,30665,non-contingent,234,Mother & Father
2479,German,19127,31127,contingent,71,Mother only
2480,German,19127,31127,non-contingent,160,Mother only
2481,German,19127,31128,contingent,58,Mother only
2482,German,19127,31128,non-contingent,198,Mother only
2483,German,19127,31129,contingent,98,Mother & Father
2484,German,19127,31129,non-contingent,160,Mother & Father
2485,German,19127,31130,contingent,50,Mother only
2486,German,19127,31130,non-contingent,181,Mother only
2487,German,19127,31131,contingent,95,Mother only
2488,German,19127,31131,non-contingent,99,Mother only
2489,German,19127,31132,contingent,65,Mother only
2490,German,19127,31132,non-contingent,200,Mother only
2491,German,19127,31134,contingent,131,Mother only
2492,German,19127,31134,non-contingent,161,Mother only
2493,German,19127,31135,contingent,106,Mother only
2494,German,19127,31135,non-contingent,98,Mother only
2495,German,19127,31136,contingent,109,Mother only
2496,German,19127,31136,non-contingent,194,Mother only
2497,German,19127,31137,contingent,73,Mother only
2498,German,19127,31137,non-contingent,259,Mother only
2499,German,19127,31139,contingent,58,Mother only
2500,German,19127,31139,non-contingent,110,Mother only
2501,German,19127,31140,contingent,72,Mother only
2502,German,19127,31140,non-contingent,123,Mother only
2503,German,19127,31141,contingent,12,Mother only
2504,German,19127,31141,non-contingent,25,Mother only
2505,German,19127,31143,contingent,121,Mother only
2506,German,19127,31143,non-contingent,128,Mother only
2507,German,19149,31265,contingent,80,Mother only
2508,German,19149,31265,non-contingent,142,Mother only
2509,German,19149,31266,contingent,118,Mother only
2510,German,19149,31266,non-contingent,203,Mother only
2511,German,19149,31268,contingent,135,Mother only
2512,German,19149,31268,non-contingent,152,Mother only
2513,German,19149,31269,contingent,103,Mother only
2514,German,19149,31269,non-contingent,163,Mother only
2515,German,19149,31270,contingent,110,Mother only
2516,German,19149,31270,non-contingent,134,Mother only
2517,German,19149,31271,contingent,37,Mother only
2518,German,19149,31271,non-contingent,94,Mother only
2519,German,19149,31272,contingent,81,Mother only
2520,German,19149,31272,non-contingent,195,Mother only
2521,German,19149,31275,contingent,145,Mother only
2522,German,19149,31275,non-contingent,183,Mother only
2523,German,19149,31276,contingent,123,Mother only
2524,German,19149,31276,non-contingent,201,Mother only
2525,German,19167,31402,contingent,116,Mother only
2526,German,19167,31402,non-contingent,274,Mother only
2527,German,19167,31405,contingent,141,Mother only
2528,German,19167,31405,non-contingent,299,Mother only
2529,German,19167,31408,contingent,205,Mother only
2530,German,19167,31408,non-contingent,275,Mother only
2531,Japanese,13623,21085,contingent,9,Father only
2532,Japanese,13623,21085,non-contingent,71,Father only
2533,Japanese,13623,21086,contingent,33,Father only
2534,Japanese,13623,21086,non-contingent,66,Father only
2535,Japanese,13623,21087,contingent,20,Father only
2536,Japanese,13623,21087,non-contingent,119,Father only
2537,Japanese,13623,21088,contingent,51,Father only
2538,Japanese,13623,21088,non-contingent,98,Father only
2539,Japanese,13623,21089,contingent,34,Father only
2540,Japanese,13623,21089,non-contingent,74,Father only
2541,Japanese,13623,21090,contingent,13,Father only
2542,Japanese,13623,21090,non-contingent,80,Father only
2543,Japanese,13623,21091,contingent,27,Father only
2544,Japanese,13623,21091,non-contingent,86,Father only
2545,Japanese,13623,21092,contingent,33,Father only
2546,Japanese,13623,21092,non-contingent,61,Father only
2547,Japanese,13623,21093,contingent,23,Father only
2548,Japanese,13623,21093,non-contingent,99,Father only
2549,Japanese,13623,21094,contingent,30,Father only
2550,Japanese,13623,21094,non-contingent,95,Father only
2551,Japanese,13623,21095,contingent,38,Father only
2552,Japanese,13623,21095,non-contingent,114,Father only
2553,Japanese,13623,21096,contingent,38,Father only
2554,Japanese,13623,21096,non-contingent,119,Father only
2555,Japanese,13623,21097,contingent,48,Father only
2556,Japanese,13623,21097,non-contingent,89,Father only
2557,Japanese,13623,21098,contingent,18,Father only
2558,Japanese,13623,21098,non-contingent,68,Father only
2559,Japanese,13623,21099,contingent,50,Father only
2560,Japanese,13623,21099,non-contingent,151,Father only
2561,Japanese,13623,21101,contingent,26,Father only
2562,Japanese,13623,21101,non-contingent,100,Father only
2563,Japanese,13623,21102,contingent,70,Father only
2564,Japanese,13623,21102,non-contingent,87,Father only
2565,Japanese,13623,21103,contingent,43,Father only
2566,Japanese,13623,21103,non-contingent,128,Father only
2567,Japanese,13623,21104,contingent,57,Father only
2568,Japanese,13623,21104,non-contingent,101,Father only
2569,Japanese,13623,21105,contingent,23,Father only
2570,Japanese,13623,21105,non-contingent,56,Father only
2571,Japanese,13623,21106,contingent,93,Father only
2572,Japanese,13623,21106,non-contingent,96,Father only
2573,Japanese,13623,21107,contingent,49,Father only
2574,Japanese,13623,21107,non-contingent,95,Father only
2575,Japanese,13623,21108,contingent,84,Father only
2576,Japanese,13623,21108,non-contingent,117,Father only
2577,Japanese,13623,21109,contingent,63,Mother & Father
2578,Japanese,13623,21109,non-contingent,116,Mother & Father
2579,Japanese,13623,21110,contingent,67,Father only
2580,Japanese,13623,21110,non-contingent,99,Father only
2581,Japanese,13623,21111,contingent,108,Father only
2582,Japanese,13623,21111,non-contingent,95,Father only
2583,Japanese,13623,21112,contingent,65,Father only
2584,Japanese,13623,21112,non-contingent,101,Father only
2585,Japanese,13623,21113,contingent,62,Father only
2586,Japanese,13623,21113,non-contingent,119,Father only
2587,Japanese,13623,21116,contingent,97,Father only
2588,Japanese,13623,21116,non-contingent,116,Father only
2589,Japanese,13623,21117,contingent,118,Father only
2590,Japanese,13623,21117,non-contingent,106,Father only
2591,Japanese,13623,21118,contingent,105,Father only
2592,Japanese,13623,21118,non-contingent,101,Father only
2593,Japanese,13623,21119,contingent,102,Father only
2594,Japanese,13623,21119,non-contingent,133,Father only
2595,Japanese,13623,21120,contingent,130,Father only
2596,Japanese,13623,21120,non-contingent,100,Father only
2597,Japanese,13623,21121,contingent,100,Father only
2598,Japanese,13623,21121,non-contingent,104,Father only
2599,Japanese,13623,21122,contingent,122,Father only
2600,Japanese,13623,21122,non-contingent,87,Father only
2601,Japanese,13623,21123,contingent,105,Father only
2602,Japanese,13623,21123,non-contingent,101,Father only
2603,Japanese,13623,21124,contingent,62,Father only
2604,Japanese,13623,21124,non-contingent,100,Father only
2605,Japanese,13623,21125,contingent,50,Father only
2606,Japanese,13623,21125,non-contingent,63,Father only
2607,Japanese,13623,21126,contingent,76,Father only
2608,Japanese,13623,21126,non-contingent,92,Father only
2609,Japanese,13623,21127,contingent,88,Father only
2610,Japanese,13623,21127,non-contingent,95,Father only
2611,Japanese,13623,21128,contingent,42,Father only
2612,Japanese,13623,21128,non-contingent,71,Father only
2613,Japanese,13623,21129,contingent,92,Father only
2614,Japanese,13623,21129,non-contingent,88,Father only
2615,Japanese,13623,21130,contingent,62,Father only
2616,Japanese,13623,21130,non-contingent,78,Father only
2617,Japanese,13623,21131,contingent,70,Father only
2618,Japanese,13623,21131,non-contingent,95,Father only
2619,Japanese,13623,21132,contingent,62,Father only
2620,Japanese,13623,21132,non-contingent,73,Father only
2621,Japanese,13623,21133,contingent,69,Father only
2622,Japanese,13623,21133,non-contingent,72,Father only
2623,Japanese,13623,21134,contingent,72,Father only
2624,Japanese,13623,21134,non-contingent,75,Father only
2625,Japanese,13623,21135,contingent,77,Father only
2626,Japanese,13623,21135,non-contingent,102,Father only
2627,Japanese,13623,21136,contingent,93,Mother & Father
2628,Japanese,13623,21136,non-contingent,120,Mother & Father
2629,Japanese,13623,21137,contingent,50,Father only
2630,Japanese,13623,21137,non-contingent,93,Father only
2631,Japanese,13623,21138,contingent,38,Mother & Father
2632,Japanese,13623,21138,non-contingent,75,Mother & Father
2633,Japanese,13623,21139,contingent,82,Father only
2634,Japanese,13623,21139,non-contingent,70,Father only
2635,Japanese,13623,21140,contingent,77,Father only
2636,Japanese,13623,21140,non-contingent,79,Father only
2637,Japanese,14071,21910,contingent,16,Mother only
2638,Japanese,14071,21910,non-contingent,174,Mother only
2639,Japanese,14071,21911,contingent,54,Mother only
2640,Japanese,14071,21911,non-contingent,145,Mother only
2641,Japanese,14071,21914,contingent,48,Mother only
2642,Japanese,14071,21914,non-contingent,179,Mother only
2643,Japanese,14071,21916,contingent,52,Mother only
2644,Japanese,14071,21916,non-contingent,124,Mother only
2645,Japanese,14071,21918,contingent,59,Mother only
2646,Japanese,14071,21918,non-contingent,113,Mother only
2647,Japanese,14071,21919,contingent,62,Mother only
2648,Japanese,14071,21919,non-contingent,131,Mother only
2649,Japanese,14071,21920,contingent,47,Mother only
2650,Japanese,14071,21920,non-contingent,140,Mother only
2651,Japanese,14071,21922,contingent,68,Mother only
2652,Japanese,14071,21922,non-contingent,144,Mother only
2653,Japanese,14071,21923,contingent,68,Mother only
2654,Japanese,14071,21923,non-contingent,160,Mother only
2655,Japanese,14071,21924,contingent,83,Mother only
2656,Japanese,14071,21924,non-contingent,127,Mother only
2657,Japanese,14071,21925,contingent,94,Mother only
2658,Japanese,14071,21925,non-contingent,83,Mother only
2659,Japanese,14071,21926,contingent,74,Mother only
2660,Japanese,14071,21926,non-contingent,126,Mother only
2661,Japanese,14071,21927,contingent,57,Mother only
2662,Japanese,14071,21927,non-contingent,69,Mother only
2663,Japanese,14071,21928,contingent,60,Mother only
2664,Japanese,14071,21928,non-contingent,105,Mother only
2665,Japanese,14071,21929,contingent,82,Mother only
2666,Japanese,14071,21929,non-contingent,126,Mother only
2667,Japanese,14071,21932,contingent,75,Mother only
2668,Japanese,14071,21932,non-contingent,105,Mother only
2669,Japanese,14071,21933,contingent,117,Mother only
2670,Japanese,14071,21933,non-contingent,147,Mother only
2671,Japanese,14071,21934,contingent,68,Mother only
2672,Japanese,14071,21934,non-contingent,129,Mother only
2673,Japanese,14071,21935,contingent,54,Mother only
2674,Japanese,14071,21935,non-contingent,159,Mother only
2675,Japanese,14071,21936,contingent,72,Mother only
2676,Japanese,14071,21936,non-contingent,199,Mother only
2677,Japanese,14071,21937,contingent,71,Mother only
2678,Japanese,14071,21937,non-contingent,107,Mother only
2679,Japanese,14071,21938,contingent,86,Mother only
2680,Japanese,14071,21938,non-contingent,86,Mother only
2681,Japanese,14071,21939,contingent,57,Mother only
2682,Japanese,14071,21939,non-contingent,132,Mother only
2683,Japanese,14071,21940,contingent,44,Mother only
2684,Japanese,14071,21940,non-contingent,60,Mother only
2685,Japanese,14071,21941,contingent,108,Mother only
2686,Japanese,14071,21941,non-contingent,143,Mother only
2687,Japanese,14072,21908,contingent,29,Mother only
2688,Japanese,14072,21908,non-contingent,184,Mother only
2689,Japanese,14072,21912,contingent,55,Mother only
2690,Japanese,14072,21912,non-contingent,149,Mother only
2691,Japanese,14072,21913,contingent,50,Mother only
2692,Japanese,14072,21913,non-contingent,134,Mother only
2693,Japanese,14072,21917,contingent,55,Mother only
2694,Japanese,14072,21917,non-contingent,153,Mother only
2695,Japanese,14072,21921,contingent,52,Mother only
2696,Japanese,14072,21921,non-contingent,225,Mother only
2697,Japanese,14072,21930,contingent,87,Mother only
2698,Japanese,14072,21930,non-contingent,167,Mother only
2699,Japanese,14093,21971,contingent,18,Mother only
2700,Japanese,14093,21971,non-contingent,90,Mother only
2701,Japanese,14093,21973,contingent,48,Mother only
2702,Japanese,14093,21973,non-contingent,158,Mother only
2703,Japanese,14093,21975,contingent,63,Mother only
2704,Japanese,14093,21975,non-contingent,219,Mother only
2705,Japanese,14093,21976,contingent,37,Mother only
2706,Japanese,14093,21976,non-contingent,189,Mother only
2707,Japanese,14093,21980,contingent,75,Mother only
2708,Japanese,14093,21980,non-contingent,163,Mother only
2709,Japanese,14093,21981,contingent,86,Mother only
2710,Japanese,14093,21981,non-contingent,129,Mother only
2711,Japanese,14093,21983,contingent,105,Mother only
2712,Japanese,14093,21983,non-contingent,134,Mother only
2713,Japanese,14105,21993,contingent,73,Mother only
2714,Japanese,14105,21993,non-contingent,117,Mother only
2715,Japanese,14143,22028,contingent,26,Mother only
2716,Japanese,14143,22028,non-contingent,231,Mother only
2717,Japanese,14143,22029,contingent,35,Mother only
2718,Japanese,14143,22029,non-contingent,200,Mother only
2719,Japanese,14143,22030,contingent,46,Mother only
2720,Japanese,14143,22030,non-contingent,189,Mother only
2721,Japanese,14143,22032,contingent,52,Mother only
2722,Japanese,14143,22032,non-contingent,213,Mother only
2723,Japanese,14143,22035,contingent,29,Mother only
2724,Japanese,14143,22035,non-contingent,134,Mother only
2725,Japanese,14143,22037,contingent,51,Mother only
2726,Japanese,14143,22037,non-contingent,81,Mother only
2727,Japanese,14143,22040,contingent,79,Mother only
2728,Japanese,14143,22040,non-contingent,182,Mother only
2729,Japanese,14143,22041,contingent,47,Mother only
2730,Japanese,14143,22041,non-contingent,161,Mother only
2731,Japanese,14143,22042,contingent,76,Mother only
2732,Japanese,14143,22042,non-contingent,177,Mother only
2733,Japanese,14143,22045,contingent,51,Mother only
2734,Japanese,14143,22045,non-contingent,160,Mother only
2735,Japanese,14143,22046,contingent,108,Mother only
2736,Japanese,14143,22046,non-contingent,184,Mother only
2737,Japanese,14143,22047,contingent,106,Mother only
2738,Japanese,14143,22047,non-contingent,192,Mother only
2739,Japanese,14143,22049,contingent,90,Mother only
2740,Japanese,14143,22049,non-contingent,214,Mother only
2741,Japanese,14143,22050,contingent,120,Mother only
2742,Japanese,14143,22050,non-contingent,159,Mother only
2743,Japanese,14143,22051,contingent,87,Mother only
2744,Japanese,14143,22051,non-contingent,200,Mother only
2745,Japanese,14143,22052,contingent,106,Mother only
2746,Japanese,14143,22052,non-contingent,122,Mother only
2747,Japanese,14143,22054,contingent,109,Mother only
2748,Japanese,14143,22054,non-contingent,161,Mother only
2749,Japanese,14143,22055,contingent,141,Mother only
2750,Japanese,14143,22055,non-contingent,247,Mother only
2751,Japanese,14143,22058,contingent,105,Mother only
2752,Japanese,14143,22058,non-contingent,170,Mother only
2753,Japanese,14148,22057,contingent,183,Mother only
2754,Japanese,14148,22057,non-contingent,188,Mother only
2755,Japanese,14158,22053,contingent,130,Mother only
2756,Japanese,14158,22053,non-contingent,239,Mother only
2757,Japanese,14195,22227,contingent,34,Mother only
2758,Japanese,14195,22227,non-contingent,83,Mother only
2759,Japanese,14195,22228,contingent,87,Mother only
2760,Japanese,14195,22228,non-contingent,135,Mother only
2761,Japanese,14195,22229,contingent,48,Mother only
2762,Japanese,14195,22229,non-contingent,119,Mother only
2763,Japanese,14195,22230,contingent,56,Mother only
2764,Japanese,14195,22230,non-contingent,122,Mother only
2765,Japanese,14195,22231,contingent,56,Mother only
2766,Japanese,14195,22231,non-contingent,124,Mother only
2767,Japanese,14195,22232,contingent,50,Mother only
2768,Japanese,14195,22232,non-contingent,111,Mother only
2769,Japanese,14195,22233,contingent,98,Mother only
2770,Japanese,14195,22233,non-contingent,121,Mother only
2771,Japanese,14195,22234,contingent,62,Mother only
2772,Japanese,14195,22234,non-contingent,99,Mother only
2773,Japanese,14195,22235,contingent,76,Mother only
2774,Japanese,14195,22235,non-contingent,107,Mother only
2775,Japanese,14195,22236,contingent,63,Mother only
2776,Japanese,14195,22236,non-contingent,130,Mother only
2777,Japanese,14195,22237,contingent,94,Mother only
2778,Japanese,14195,22237,non-contingent,137,Mother only
2779,Japanese,14195,22238,contingent,70,Mother only
2780,Japanese,14195,22238,non-contingent,142,Mother only
2781,Japanese,14195,22239,contingent,74,Mother only
2782,Japanese,14195,22239,non-contingent,79,Mother only
2783,Japanese,14195,22241,contingent,87,Mother only
2784,Japanese,14195,22241,non-contingent,98,Mother only
2785,Japanese,14195,22242,contingent,35,Mother only
2786,Japanese,14195,22242,non-contingent,80,Mother only
2787,Japanese,14195,22243,contingent,63,Mother only
2788,Japanese,14195,22243,non-contingent,75,Mother only
2789,Japanese,14195,22244,contingent,79,Mother only
2790,Japanese,14195,22244,non-contingent,113,Mother only
2791,Japanese,14195,22245,contingent,94,Mother only
2792,Japanese,14195,22245,non-contingent,88,Mother only
2793,Japanese,14195,22246,contingent,114,Mother only
2794,Japanese,14195,22246,non-contingent,117,Mother only
2795,Japanese,14195,22247,contingent,76,Mother only
2796,Japanese,14195,22247,non-contingent,138,Mother only
2797,Japanese,14195,22248,contingent,51,Mother only
2798,Japanese,14195,22248,non-contingent,69,Mother only
2799,Japanese,14195,22249,contingent,77,Mother only
2800,Japanese,14195,22249,non-contingent,81,Mother only
2801,Japanese,14195,22250,contingent,103,Mother only
2802,Japanese,14195,22250,non-contingent,122,Mother only
2803,Japanese,14195,22251,contingent,80,Mother only
2804,Japanese,14195,22251,non-contingent,100,Mother only
2805,Japanese,14195,22252,contingent,61,Mother only
2806,Japanese,14195,22252,non-contingent,120,Mother only
2807,Japanese,14195,22253,contingent,101,Mother only
2808,Japanese,14195,22253,non-contingent,91,Mother only
2809,Japanese,14195,22254,contingent,62,Mother only
2810,Japanese,14195,22254,non-contingent,123,Mother only
2811,Japanese,14195,22255,contingent,55,Mother only
2812,Japanese,14195,22255,non-contingent,142,Mother only
2813,Japanese,14195,22256,contingent,57,Mother only
2814,Japanese,14195,22256,non-contingent,124,Mother only
2815,Japanese,14195,22257,contingent,89,Mother only
2816,Japanese,14195,22257,non-contingent,125,Mother only
2817,Japanese,14195,22258,contingent,69,Mother only
2818,Japanese,14195,22258,non-contingent,104,Mother only
2819,Japanese,14195,22259,contingent,61,Mother only
2820,Japanese,14195,22259,non-contingent,142,Mother only
2821,Japanese,14195,22260,contingent,107,Mother only
2822,Japanese,14195,22260,non-contingent,114,Mother only
2823,Japanese,14195,22261,contingent,80,Mother only
2824,Japanese,14195,22261,non-contingent,113,Mother only
2825,Japanese,14195,22262,contingent,111,Mother only
2826,Japanese,14195,22262,non-contingent,98,Mother only
2827,Japanese,14195,22263,contingent,87,Mother only
2828,Japanese,14195,22263,non-contingent,113,Mother only
2829,Japanese,14195,22264,contingent,92,Mother only
2830,Japanese,14195,22264,non-contingent,107,Mother only
2831,Japanese,14195,22265,contingent,98,Mother only
2832,Japanese,14195,22265,non-contingent,132,Mother only
2833,Japanese,14195,22266,contingent,120,Mother only
2834,Japanese,14195,22266,non-contingent,118,Mother only
2835,Japanese,14195,22267,contingent,97,Mother only
2836,Japanese,14195,22267,non-contingent,127,Mother only
2837,Japanese,14195,22268,contingent,83,Mother only
2838,Japanese,14195,22268,non-contingent,165,Mother only
2839,Japanese,14195,22269,contingent,93,Mother only
2840,Japanese,14195,22269,non-contingent,115,Mother only
2841,Japanese,14195,22270,contingent,85,Mother only
2842,Japanese,14195,22270,non-contingent,102,Mother only
2843,Japanese,14195,22271,contingent,101,Mother only
2844,Japanese,14195,22271,non-contingent,126,Mother only
2845,Japanese,14195,22272,contingent,75,Mother only
2846,Japanese,14195,22272,non-contingent,132,Mother only
2847,Japanese,14195,22273,contingent,135,Mother only
2848,Japanese,14195,22273,non-contingent,111,Mother only
2849,Japanese,14195,22274,contingent,82,Mother only
2850,Japanese,14195,22274,non-contingent,113,Mother only
2851,Korean,17372,28133,contingent,100,Mother only
2852,Korean,17372,28133,non-contingent,300,Mother only
2853,Korean,17372,28134,contingent,78,Mother only
2854,Korean,17372,28134,non-contingent,284,Mother only
2855,Korean,17372,28135,contingent,100,Mother & Father
2856,Korean,17372,28135,non-contingent,347,Mother & Father
2857,Korean,17372,28136,contingent,77,Mother only
2858,Korean,17372,28136,non-contingent,265,Mother only
2859,Korean,17372,28138,contingent,94,Mother only
2860,Korean,17372,28138,non-contingent,255,Mother only
2861,Korean,17372,28139,contingent,81,Mother only
2862,Korean,17372,28139,non-contingent,263,Mother only
2863,Korean,17372,28141,contingent,98,Mother only
2864,Korean,17372,28141,non-contingent,265,Mother only
2865,Korean,17372,28142,contingent,87,Mother only
2866,Korean,17372,28142,non-contingent,233,Mother only
2867,Korean,17372,28143,contingent,151,Mother & Father
2868,Korean,17372,28143,non-contingent,250,Mother & Father
2869,Korean,17372,28154,contingent,119,Mother only
2870,Korean,17372,28154,non-contingent,184,Mother only
2871,Korean,17372,28155,contingent,88,Mother only
2872,Korean,17372,28155,non-contingent,290,Mother only
2873,Korean,17372,28156,contingent,101,Mother only
2874,Korean,17372,28156,non-contingent,221,Mother only
2875,Korean,17372,28159,contingent,174,Mother only
2876,Korean,17372,28159,non-contingent,204,Mother only
2877,Korean,17372,28160,contingent,109,Mother & Father
2878,Korean,17372,28160,non-contingent,159,Mother & Father
2879,Korean,17372,28161,contingent,110,Mother & Father
2880,Korean,17372,28161,non-contingent,196,Mother & Father
2881,Korean,17372,28162,contingent,128,Mother only
2882,Korean,17372,28162,non-contingent,151,Mother only
2883,Korean,17372,28163,contingent,104,Mother only
2884,Korean,17372,28163,non-contingent,217,Mother only
2885,Korean,17372,28165,contingent,98,Mother & Father
2886,Korean,17372,28165,non-contingent,208,Mother & Father
2887,Korean,17372,28166,contingent,161,Mother only
2888,Korean,17372,28166,non-contingent,243,Mother only
2889,Korean,17372,28168,contingent,192,Mother only
2890,Korean,17372,28168,non-contingent,199,Mother only
2891,Korean,17372,28169,contingent,144,Mother only
2892,Korean,17372,28169,non-contingent,234,Mother only
2893,Korean,17372,28170,contingent,69,Mother only
2894,Korean,17372,28170,non-contingent,274,Mother only
2895,Korean,17372,28171,contingent,87,Mother & Father
2896,Korean,17372,28171,non-contingent,140,Mother & Father
2897,Korean,17372,28172,contingent,194,Mother only
2898,Korean,17372,28172,non-contingent,166,Mother only
2899,Korean,17372,28173,contingent,143,Mother only
2900,Korean,17372,28173,non-contingent,311,Mother only
2901,Korean,17372,28174,contingent,143,Mother & Father
2902,Korean,17372,28174,non-contingent,117,Mother & Father
2903,Korean,17372,28176,contingent,218,Mother only
2904,Korean,17372,28176,non-contingent,195,Mother only
2905,Korean,17372,28177,contingent,127,Mother only
2906,Korean,17372,28177,non-contingent,200,Mother only
2907,Norwegian,23625,44931,contingent,95,Mother only
2908,Norwegian,23625,44931,non-contingent,123,Mother only
2909,Norwegian,23625,44932,contingent,6,Mother only
2910,Norwegian,23625,44932,non-contingent,27,Mother only
2911,Norwegian,23625,44936,contingent,10,Mother only
2912,Norwegian,23625,44936,non-contingent,1,Mother only
2913,Norwegian,23625,44937,contingent,156,Mother only
2914,Norwegian,23625,44937,non-contingent,113,Mother only
2915,Norwegian,23625,44942,contingent,40,Mother only
2916,Norwegian,23625,44942,non-contingent,165,Mother only
2917,Norwegian,23625,44943,contingent,83,Mother & Father
2918,Norwegian,23625,44943,non-contingent,186,Mother & Father
2919,Norwegian,23625,44945,contingent,35,Mother only
2920,Norwegian,23625,44945,non-contingent,15,Mother only
2921,Norwegian,23625,44946,contingent,30,Father only
2922,Norwegian,23625,44946,non-contingent,3,Father only
2923,Norwegian,23625,44947,contingent,14,Father only
2924,Norwegian,23625,44947,non-contingent,6,Father only
2925,Norwegian,23625,44948,contingent,20,Mother & Father
