"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","vcm@CHI","xds@FA1","FA1","mwu@CHI","File"
2140.566,2141.361,0.795,"N",,,,"643.eaf"
2143.036,2144.05,1.014,,"C","tsakbetal i tseke.",,"643.eaf"
2145.006,2145.272,0.266,"N",,,,"643.eaf"
2146.398,2146.697,0.299,,"C","jmm mm.",,"643.eaf"
2146.869,2147.836,0.967,"N",,,,"643.eaf"
2147.836,2148.189,0.353,"N","C","kapaime la jo on ma'yuk ka'wak'oben.",,"643.eaf"
2148.189,2149.954,1.765,,"C","kapaime la jo on ma'yuk ka'wak'oben.",,"643.eaf"
2151.402,2152.381,0.979,,"C","sumeba i.",,"643.eaf"
2152.79,2154.416,1.626,,"C","hypogloso@s:spa me la wak'beni.",,"643.eaf"
2154.713,2156.022,1.309,"N",,,,"643.eaf"
2159.781,2159.899,0.118,"N",,,,"643.eaf"
2159.899,2159.918,0.019,"N","C","sumeba i aki ma ba tsekeli a 'wich'otal i.",,"643.eaf"
2159.918,2163.912,3.994,,"C","sumeba i aki ma ba tsekeli a 'wich'otal i.",,"643.eaf"
2164.123,2164.524,0.401,"N",,,,"643.eaf"
2164.967,2166.182,1.215,,"C","ma hypoglosooki@s:spa la' tsaktal ch'i.",,"643.eaf"
2166.182,2166.547,0.365,"N","C","ma hypoglosooki@s:spa la' tsaktal ch'i.",,"643.eaf"
2166.547,2167.304,0.757,,"C","ma hypoglosooki@s:spa la' tsaktal ch'i.",,"643.eaf"
2170.075,2171.323,1.248,"N",,,,"643.eaf"
2174.615,2175.865,1.25,"N",,,,"643.eaf"
2175.929,2177.029,1.1,,"C","mame' pikmene.",,"643.eaf"
2178.104,2178.495,0.391,"N",,,,"643.eaf"
2181.609,2182.361,0.752,,"C","ja' jichek'aima.",,"643.eaf"
2184.359,2184.837,0.478,,"C","jmm.",,"643.eaf"
2185.825,2188.062,2.237,,"C","ma ba xk'optawan ja'te ya xlok'bela i k'optik biya kaltike.",,"643.eaf"
2188.062,2188.215,0.153,"N","C","ma ba xk'optawan ja'te ya xlok'bela i k'optik biya kaltike.",,"643.eaf"
2188.215,2189.848,1.633,,"C","ma ba xk'optawan ja'te ya xlok'bela i k'optik biya kaltike.",,"643.eaf"
2190.754,2191.416,0.662,,"C","joo.",,"643.eaf"
2192.182,2192.345,0.163,"N",,,,"643.eaf"
2192.526,2193.05,0.524,,"C","jmm.",,"643.eaf"
2199.11,2199.303,0.193,"N",,,,"643.eaf"
2203.889,2204.044,0.155,"N",,,,"643.eaf"
2205.977,2206.091,0.114,"N",,,,"643.eaf"
2207.853,2208.065,0.212,"N",,,,"643.eaf"
2220.849,2222.941,2.092,,"C","ba bajt i xchuxtaix ch'i ay la' k'ibeix?",,"643.eaf"
2224.021,2225.586,1.565,,"C","ay la' k'iybe- la k'iybeix?",,"643.eaf"
2225.833,2226.779,0.946,,"C","aa ja'i la'-.",,"643.eaf"
2227.995,2228.96,0.965,,"C","la'wak'benxanbima.",,"643.eaf"
2239.745,2240.294,0.549,,"U","xxx.",,"643.eaf"
2242.315,2242.652,0.337,"N",,,,"643.eaf"
2244.947,2245.957,1.01,,"C","ma sujtbeli i-.",,"643.eaf"
4948.068,4948.338,0.27,"N",,,,"643.eaf"
4986.863,4987.856,0.993,"N",,,,"643.eaf"
5018.802,5020.536,1.734,"N",,,,"643.eaf"
5021.375,5021.496,0.121,"N",,,,"643.eaf"
5022.382,5022.615,0.233,"N",,,,"643.eaf"
5023.511,5023.677,0.166,"N",,,,"643.eaf"
5028.088,5028.749,0.661,"N",,,,"643.eaf"
5030.843,5030.902,0.059,"N",,,,"643.eaf"
5033.97,5034.088,0.118,"N",,,,"643.eaf"
5041.715,5041.817,0.102,"N",,,,"643.eaf"
5048.309,5048.684,0.375,"N",,,,"643.eaf"
5049.235,5049.307,0.072,"N",,,,"643.eaf"
5050.521,5051.593,1.072,"N",,,,"643.eaf"
5053.681,5053.785,0.104,"N",,,,"643.eaf"
5054.426,5055.553,1.127,"N",,,,"643.eaf"
5056.959,5057.216,0.257,"N",,,,"643.eaf"
5059.469,5059.527,0.058,"N",,,,"643.eaf"
5060.26,5062.071,1.811,"N",,,,"643.eaf"
5062.54,5064.443,1.903,"N",,,,"643.eaf"
5065.231,5065.605,0.374,"N",,,,"643.eaf"
5070.987,5071.289,0.302,"N",,,,"643.eaf"
5072.482,5072.657,0.175,"N",,,,"643.eaf"
5073.57,5074.856,1.286,"N",,,,"643.eaf"
5077.498,5078.563,1.065,"N",,,,"643.eaf"
5079.172,5079.296,0.124,"N",,,,"643.eaf"
5080.27,5080.85,0.58,"N",,,,"643.eaf"
5082.755,5082.957,0.202,"N",,,,"643.eaf"
5084.733,5085.724,0.991,"N",,,,"643.eaf"
5086.879,5088.951,2.072,"N",,,,"643.eaf"
5089.651,5091.765,2.114,"N",,,,"643.eaf"
5093.251,5094.365,1.114,"N",,,,"643.eaf"
5095.055,5095.124,0.069,"N",,,,"643.eaf"
5111.831,5112.31,0.479,,"C","jae?",,"643.eaf"
5114.661,5115.379,0.718,,"C","binti la xat?",,"643.eaf"
5117.963,5118.373,0.41,,"C","jae?",,"643.eaf"
5120.206,5120.89,0.684,,"U","xxx.",,"643.eaf"
5125.641,5125.99,0.349,"N",,,,"643.eaf"
5149.277,5149.768,0.491,"N",,,,"643.eaf"
5165.192,5165.335,0.143,"N",,,,"643.eaf"
5224.532,5225.559,1.027,,"U","xxx.",,"643.eaf"
6479.472,6480.488,1.016,"N",,,,"643.eaf"
6482.254,6482.928,0.674,"N",,,,"643.eaf"
6489.856,6490.847,0.991,"N",,,,"643.eaf"
6492.935,6494.41,1.475,"N",,,,"643.eaf"
6496.091,6497.488,1.397,"C",,,,"643.eaf"
6501.18,6502.79,1.61,,"U","xxx.",,"643.eaf"
6506.573,6506.863,0.29,"N",,,,"643.eaf"
6507.198,6507.387,0.189,"N",,,,"643.eaf"
6507.869,6509.185,1.316,"N",,,,"643.eaf"
6510.511,6511.7,1.189,"N",,,,"643.eaf"
6515.9,6516.808,0.908,,"U","xxx.",,"643.eaf"
6516.808,6517.095,0.287,"N","U","xxx.",,"643.eaf"
6517.095,6517.418,0.323,,"U","xxx.",,"643.eaf"
6534.645,6534.837,0.192,"N",,,,"643.eaf"
11124.205,11124.8,0.595,"N",,,,"643.eaf"
11124.8,11125.993,1.193,"N","T","mm &=inhales.",,"643.eaf"
11125.993,11126.49,0.497,,"T","mm &=inhales.",,"643.eaf"
11126.686,11127.266,0.58,,"T","binti ya'wal?",,"643.eaf"
11127.266,11127.417,0.151,"N","T","binti ya'wal?",,"643.eaf"
11127.417,11128.327,0.91,,"T","binti ya'wal?",,"643.eaf"
11128.543,11129.078,0.535,,"T","k'opojan i.",,"643.eaf"
11129.078,11129.38,0.302,"N","T","k'opojan i.",,"643.eaf"
11129.38,11129.562,0.182,"N",,,,"643.eaf"
11130.1,11130.71,0.61,,"T","k'opojan.",,"643.eaf"
11131.021,11131.51,0.489,"N",,,,"643.eaf"
11132.287,11132.687,0.4,"N",,,,"643.eaf"
11133.214,11133.285,0.071,"N",,,,"643.eaf"
11134.18,11134.99,0.81,,"T","k'opojan i.",,"643.eaf"
11135.799,11136.28,0.481,,"T","papito@s:spa.",,"643.eaf"
11136.319,11137.11,0.791,"N",,,,"643.eaf"
11137.11,11137.7,0.59,"N","T","&=inhales ay!",,"643.eaf"
11137.7,11138.496,0.796,,"T","&=inhales ay!",,"643.eaf"
11138.848,11139.368,0.52,"N",,,,"643.eaf"
11139.874,11140.433,0.559,,"T","ay!",,"643.eaf"
11140.433,11140.539,0.106,"N","T","ay!",,"643.eaf"
11140.539,11140.974,0.435,"N",,,,"643.eaf"
11141.116,11141.678,0.562,,"T","ay!",,"643.eaf"
11141.831,11142.463,0.632,"N",,,,"643.eaf"
11142.467,11142.865,0.398,,"T","ay!",,"643.eaf"
11143.287,11144.199,0.912,"N",,,,"643.eaf"
11144.222,11144.635,0.413,,"T","ay!",,"643.eaf"
11145.267,11146.0,0.733,"N",,,,"643.eaf"
11146.075,11146.926,0.851,,"T","&=inhales ay!",,"643.eaf"
11148.277,11148.984,0.707,"N",,,,"643.eaf"
11149.48,11149.659,0.179,"N",,,,"643.eaf"
11154.15,11154.479,0.329,"N",,,,"643.eaf"
11160.981,11161.393,0.412,,"T","ay!",,"643.eaf"
11163.235,11164.182,0.947,"N",,,,"643.eaf"
11164.616,11164.95,0.334,"N",,,,"643.eaf"
11165.696,11166.295,0.599,"N",,,,"643.eaf"
11166.735,11168.66,1.925,,"T","ay (x6)!",,"643.eaf"
11169.85,11170.576,0.726,"N",,,,"643.eaf"
11170.576,11171.163,0.587,"N","T","xit.",,"643.eaf"
11171.163,11171.795,0.632,,"T","xit.",,"643.eaf"
11171.915,11172.459,0.544,"N",,,,"643.eaf"
11173.049,11174.226,1.177,"N",,,,"643.eaf"
11174.854,11175.423,0.569,"N",,,,"643.eaf"
11178.465,11179.205,0.74,,"T","ju'sit.",,"643.eaf"
11179.82,11180.049,0.229,,"T","xit.",,"643.eaf"
11180.049,11180.05,0.001,"N","T","xit.",,"643.eaf"
11180.05,11180.275,0.225,"N",,,,"643.eaf"
11181.15,11181.67,0.52,,"T","xit.",,"643.eaf"
11183.229,11183.955,0.726,,"T","&=inhales xit.",,"643.eaf"
11184.169,11184.821,0.652,,"T","&=laughs.",,"643.eaf"
11185.362,11185.545,0.183,,"T","xit.",,"643.eaf"
11187.494,11187.753,0.259,,"T","xit.",,"643.eaf"
11189.583,11189.85,0.267,"N",,,,"643.eaf"
11190.401,11190.635,0.234,"N",,,,"643.eaf"
11190.635,11190.805,0.17,"N","T","xit.",,"643.eaf"
11190.805,11190.814,0.009,,"T","xit.",,"643.eaf"
11191.333,11191.637,0.304,,"T","&=laughs.",,"643.eaf"
11191.637,11191.787,0.15,"N","T","&=laughs.",,"643.eaf"
11191.787,11192.01,0.223,"N",,,,"643.eaf"
11192.027,11195.04,3.013,,"T","xit xit xit xit xit xit xit xit xit xit xit.",,"643.eaf"
11196.259,11197.3,1.041,,"T","x x x x x x x x x x.",,"643.eaf"
11197.3,11197.443,0.143,"N","T","x x x x x x x x x x.",,"643.eaf"
11197.443,11198.59,1.147,,"T","x x x x x x x x x x.",,"643.eaf"
11198.59,11199.267,0.677,"N","T","x x x x x x x x x x.",,"643.eaf"
11199.267,11200.463,1.196,,"T","x x x x x x x x x x.",,"643.eaf"
11200.463,11201.121,0.658,"C","T","x x x x x x x x x x.",,"643.eaf"
11201.121,11201.531,0.41,"C",,,,"643.eaf"
11202.573,11202.788,0.215,,"T","x x x x x x x x x.",,"643.eaf"
11202.788,11203.358,0.57,"N","T","x x x x x x x x x.",,"643.eaf"
11203.358,11205.638,2.28,,"T","x x x x x x x x x.",,"643.eaf"
11205.638,11205.813,0.175,"N","T","x x x x x x x x x.",,"643.eaf"
11205.813,11207.232,1.419,"N",,,,"643.eaf"
11207.782,11209.129,1.347,"N",,,,"643.eaf"
11211.704,11211.863,0.159,"N",,,,"643.eaf"
11213.298,11213.525,0.227,,"T","xit.",,"643.eaf"
11214.913,11215.151,0.238,,"T","xit.",,"643.eaf"
11216.822,11217.021,0.199,,"T","xit.",,"643.eaf"
11217.655,11217.91,0.255,,"T","xit.",,"643.eaf"
11218.445,11218.608,0.163,,"T","xit.",,"643.eaf"
11218.609,11219.036,0.427,"N",,,,"643.eaf"
11220.344,11221.419,1.075,,"T","xit xit xit xit.",,"643.eaf"
11222.104,11222.831,0.727,"N",,,,"643.eaf"
11223.659,11223.987,0.328,,"T","xit xit xit.",,"643.eaf"
11223.987,11224.39,0.403,"N","T","xit xit xit.",,"643.eaf"
11224.39,11225.695,1.305,"N",,,,"643.eaf"
11226.305,11226.542,0.237,,"T","xit.",,"643.eaf"
11226.922,11226.953,0.031,"N",,,,"643.eaf"
11226.953,11227.191,0.238,"N","T","xit.",,"643.eaf"
11227.191,11227.352,0.161,"N",,,,"643.eaf"
11227.879,11228.798,0.919,"N",,,,"643.eaf"
11229.417,11231.116,1.699,"N",,,,"643.eaf"
11231.58,11232.212,0.632,"N",,,,"643.eaf"
11234.928,11235.182,0.254,,"T","xit.",,"643.eaf"
11238.441,11238.58,0.139,,"T","xit.",,"643.eaf"
11238.58,11238.778,0.198,"N","T","xit.",,"643.eaf"
11238.778,11239.401,0.623,"N",,,,"643.eaf"
11242.121,11242.505,0.384,"N",,,,"643.eaf"
11242.788,11243.238,0.45,"N",,,,"643.eaf"
11251.451,11251.687,0.236,,"T","xit.",,"643.eaf"
11252.127,11252.511,0.384,"N",,,,"643.eaf"
11254.729,11255.088,0.359,,"T","xit.",,"643.eaf"
11257.396,11258.522,1.126,,"T","xit.",,"643.eaf"
11262.078,11262.232,0.154,,"T","xit.",,"643.eaf"
11265.718,11265.957,0.239,,"T","xit.",,"643.eaf"
11267.92,11268.332,0.412,,"T","&=laughs.",,"643.eaf"
11268.555,11269.066,0.511,,"T","&=inhales.",,"643.eaf"
11269.765,11269.891,0.126,,"T","xit.",,"643.eaf"
11272.543,11272.727,0.184,,"T","xit.",,"643.eaf"
11274.196,11274.811,0.615,,"T","tsak tsak tsak tsak.",,"643.eaf"
11276.259,11276.87,0.611,,"T","k'opojanme i.",,"643.eaf"
11278.211,11279.081,0.87,,"T","k'opojanme.",,"643.eaf"
11280.553,11281.555,1.002,,"T","a'yananme.",,"643.eaf"
11283.035,11283.52,0.485,,"T","papito.",,"643.eaf"
11287.535,11288.031,0.496,,"T","&=inhales.",,"643.eaf"
11288.834,11290.778,1.944,,"T","a'yananme i.",,"643.eaf"
11291.655,11293.667,2.012,,"T","a'yananme i.",,"643.eaf"
11295.51,11297.961,2.451,,"T","a'yananme i &=laughs.",,"643.eaf"
11298.323,11298.741,0.418,,"T","&=inhales.",,"643.eaf"
11298.798,11299.906,1.108,"N",,,,"643.eaf"
11300.285,11301.29,1.005,,"T","tsak tsak tsak tsak tsak tsak &=laughs.",,"643.eaf"
11301.29,11301.899,0.609,"N","T","tsak tsak tsak tsak tsak tsak &=laughs.",,"643.eaf"
11301.899,11302.361,0.462,,"T","tsak tsak tsak tsak tsak tsak &=laughs.",,"643.eaf"
11302.984,11303.495,0.511,"N",,,,"643.eaf"
11303.857,11304.019,0.162,,"T","&=inhales.",,"643.eaf"
11304.019,11304.153,0.134,"N","T","&=inhales.",,"643.eaf"
11304.153,11304.726,0.573,"N",,,,"643.eaf"
11304.991,11308.381,3.39,,"T","tsak tsak tsak tsak tsak tsak &=laughs.",,"643.eaf"
11308.629,11308.723,0.094,"N",,,,"643.eaf"
11308.723,11309.609,0.886,"N","T","tsak tsak tsak tsak tsak &=laughs.",,"643.eaf"
11309.609,11310.402,0.793,,"T","tsak tsak tsak tsak tsak &=laughs.",,"643.eaf"
11310.684,11311.342,0.658,"N",,,,"643.eaf"
11311.723,11312.29,0.567,,"T","tsak tsak tsak tsak tsak &=laughs.",,"643.eaf"
11312.29,11312.687,0.397,"N","T","tsak tsak tsak tsak tsak &=laughs.",,"643.eaf"
11312.687,11312.715,0.028,,"T","tsak tsak tsak tsak tsak &=laughs.",,"643.eaf"
11316.463,11316.738,0.275,"N",,,,"643.eaf"
11316.738,11316.966,0.228,"N","T","tsak tsak tsak tsak.",,"643.eaf"
11316.966,11317.404,0.438,,"T","tsak tsak tsak tsak.",,"643.eaf"
11317.505,11317.737,0.232,"N",,,,"643.eaf"
11317.737,11318.477,0.74,"N","T","&=laughs.",,"643.eaf"
11318.477,11318.903,0.426,"N",,,,"643.eaf"
11319.121,11319.973,0.852,"C",,,,"643.eaf"
11320.651,11321.257,0.606,"N",,,,"643.eaf"
11323.053,11323.288,0.235,,"T","xit.",,"643.eaf"
11326.288,11326.72,0.432,,"T","<ju sit> [=! whispers].",,"643.eaf"
11328.819,11329.591,0.772,,"T","<ju sit sit sit> [=! whispers].",,"643.eaf"
11331.101,11331.249,0.148,,"T","xit.",,"643.eaf"
11331.961,11331.967,0.006,,"T","&=inhales.",,"643.eaf"
11331.967,11332.124,0.157,"N","T","&=inhales.",,"643.eaf"
11332.124,11332.24,0.116,,"T","&=inhales.",,"643.eaf"
11332.453,11332.606,0.153,"N",,,,"643.eaf"
11332.606,11332.824,0.218,"N","T","xit.",,"643.eaf"
11332.824,11333.283,0.459,"N",,,,"643.eaf"
11334.828,11335.576,0.748,,"T","xit.",,"643.eaf"
11337.082,11337.876,0.794,,"T","&=inhales.",,"643.eaf"
11338.023,11338.71,0.687,,"T","<ju sit sit sit> [=! whispers].",,"643.eaf"
11339.118,11340.863,1.745,,"T","&=laughs.",,"643.eaf"
11341.053,11341.902,0.849,,"T","<ju sit sit sit sit> [=! whispers].",,"643.eaf"
11344.468,11345.416,0.948,,"T","<ju sit sit sit sit> [=! whispers].",,"643.eaf"
11352.094,11352.186,0.092,"N",,,,"643.eaf"
11352.818,11352.993,0.175,"N",,,,"643.eaf"
11353.935,11354.388,0.453,"N",,,,"643.eaf"
11356.453,11356.528,0.075,"N",,,,"643.eaf"
11361.283,11361.417,0.134,"N",,,,"643.eaf"
11362.314,11362.459,0.145,"N",,,,"643.eaf"
11364.162,11364.583,0.421,,"C","jm-mm?",,"643.eaf"
11365.596,11366.228,0.632,,"C","jm.",,"643.eaf"
11370.694,11370.824,0.13,"N",,,,"643.eaf"
11371.335,11372.681,1.346,"N",,,,"643.eaf"
11380.436,11380.735,0.299,,"C","jm.",,"643.eaf"
11389.795,11390.349,0.554,"N",,,,"643.eaf"
11390.837,11391.401,0.564,,"T","xit.",,"643.eaf"
11392.393,11392.9,0.507,,"T","xit.",,"643.eaf"
11395.831,11395.977,0.146,"N",,,,"643.eaf"
11395.987,11397.225,1.238,,"C","mm stao ajch'al.",,"643.eaf"
11397.629,11398.79,1.161,,"C","ile ajch'al i.",,"643.eaf"
11398.945,11399.939,0.994,"N",,,,"643.eaf"
11400.511,11401.72,1.209,"N",,,,"643.eaf"
11402.131,11403.831,1.7,,"C","ijk'a sok yajch'alel ya lo'.",,"643.eaf"
11404.142,11404.981,0.839,,"C","ile k'abi.",,"643.eaf"
11405.749,11405.862,0.113,,"C","&=sucksteeth.",,"643.eaf"
11410.87,11411.56,0.69,,"C","jm lo'a i.",,"643.eaf"
11411.732,11412.701,0.969,,"C","ban naklanteine.",,"643.eaf"
11424.863,11425.499,0.636,,"T","xit.",,"643.eaf"
11430.893,11432.365,1.472,,"T","xit xit xit xit xit.",,"643.eaf"
11432.499,11433.193,0.694,,"T","&=laughs.",,"643.eaf"
11433.357,11435.07,1.713,,"T","&=laughs xit xit xit.",,"643.eaf"
11436.508,11437.268,0.76,,"T","xit xit xit.",,"643.eaf"
11437.73,11439.021,1.291,,"T","&=inhales xit xit xit.",,"643.eaf"
11446.776,11446.778,0.002,"N",,,,"643.eaf"
11446.778,11446.993,0.215,"N","T","&=laughs.",,"643.eaf"
11446.993,11448.393,1.4,,"T","&=laughs.",,"643.eaf"
11449.226,11449.808,0.582,,"T","&=laughs.",,"643.eaf"
11450.262,11451.442,1.18,,"T","snet'ojatini?",,"643.eaf"
11452.419,11452.567,0.148,,"T","snet'ojat?",,"643.eaf"
11452.567,11453.245,0.678,"N","T","snet'ojat?",,"643.eaf"
11453.245,11453.565,0.32,"N",,,,"643.eaf"
11453.565,11453.759,0.194,"N","T","snet'o.",,"643.eaf"
11453.759,11454.464,0.705,,"T","snet'o.",,"643.eaf"
11455.381,11456.036,0.655,"N",,,,"643.eaf"
11456.036,11456.388,0.352,"N","T","snet'ojat?",,"643.eaf"
11456.388,11457.721,1.333,,"T","snet'ojat?",,"643.eaf"
11460.013,11460.782,0.769,,"T","kala pap.",,"643.eaf"
11461.264,11461.914,0.65,"N",,,,"643.eaf"
11461.914,11462.352,0.438,"N","T","ay.",,"643.eaf"
11462.352,11462.824,0.472,,"T","ay.",,"643.eaf"
11463.153,11463.176,0.023,,"T","ay.",,"643.eaf"
11463.176,11463.82,0.644,"N","T","ay.",,"643.eaf"
11463.82,11464.413,0.593,,"T","ay.",,"643.eaf"
11465.634,11465.945,0.311,,"T","<mm> [=! imitates].",,"643.eaf"
11465.945,11466.301,0.356,"N","T","<mm> [=! imitates].",,"643.eaf"
11466.301,11466.674,0.373,,"T","<mm> [=! imitates].",,"643.eaf"
11467.47,11468.9,1.43,,"T","ay.",,"643.eaf"
11469.246,11470.361,1.115,,"T","ay.",,"643.eaf"
11470.716,11471.199,0.483,"N",,,,"643.eaf"
11471.424,11472.993,1.569,,"T","&=inhales ay.",,"643.eaf"
11472.993,11473.03,0.037,"N","T","&=inhales ay.",,"643.eaf"
11473.03,11473.505,0.475,"N",,,,"643.eaf"
11474.978,11476.669,1.691,,"T","&=inhales ay.",,"643.eaf"
11479.144,11479.378,0.234,,"T","xit.",,"643.eaf"
11479.537,11479.966,0.429,"N",,,,"643.eaf"
11480.691,11481.133,0.442,,"T","&=inhales.",,"643.eaf"
11481.61,11482.456,0.846,,"T","ju sit.",,"643.eaf"
14255.275,14256.088,0.813,,"C","xxx Virgi.",,"643.eaf"
14256.916,14257.664,0.748,,"C","julatix k'ox.",,"643.eaf"
14294.562,14296.722,2.16,,"A","xxx jats'i ja' tulan.",,"643.eaf"
14298.701,14301.027,2.326,,"A","kuixa i banikix a bame yilixani ti'bali.",,"643.eaf"
14315.589,14316.076,0.487,,"U","xxx.",,"643.eaf"
14352.739,14354.925,2.186,,"A","ba manatal xxx.",,"643.eaf"
14367.201,14368.813,1.612,,"U","xxx.",,"643.eaf"
14370.412,14370.95,0.538,,"A","jae?",,"643.eaf"
14382.675,14383.414,0.739,,"U","xxx.",,"643.eaf"
14392.212,14392.313,0.101,"N",,,,"643.eaf"
14396.163,14397.16,0.997,,"A","ma mojtal?",,"643.eaf"
14402.748,14403.589,0.841,,"U","xxx.",,"643.eaf"
14404.317,14406.706,2.389,,"U","xxx.",,"643.eaf"
14409.178,14410.55,1.372,,"U","xxx.",,"643.eaf"
14411.624,14412.616,0.992,,"U","xxx.",,"643.eaf"
14413.662,14415.107,1.445,,"U","xxx.",,"643.eaf"
14416.499,14417.689,1.19,,"U","xxx.",,"643.eaf"
14418.337,14420.848,2.511,,"U","xxx.",,"643.eaf"
14421.818,14422.438,0.62,,"U","xxx.",,"643.eaf"
14425.17,14425.708,0.538,,"A","ja'ma.",,"643.eaf"
14426.43,14427.862,1.432,,"A","ja'ma xxx.",,"643.eaf"
14429.186,14429.877,0.691,,"U","xxx.",,"643.eaf"
14430.947,14431.243,0.296,,"U","xxx.",,"643.eaf"
14433.612,14434.714,1.102,,"U","xxx.",,"643.eaf"
14436.5,14438.379,1.879,,"A","bistuk ku'unek'i ta skama?",,"643.eaf"
14442.115,14444.427,2.312,,"U","xxx.",,"643.eaf"
14445.284,14447.346,2.062,,"U","xxx.",,"643.eaf"
14448.386,14449.626,1.24,,"C","kamara@s:spa xotikik me'leki.",,"643.eaf"
14451.451,14453.284,1.833,,"C","ja' la te ya xlok sok ayi alali.",,"643.eaf"
14454.359,14459.111,4.752,,"C","yu'nix pajalat sok'ek'a yu pajal aniñoek soki alali.",,"643.eaf"
14463.078,14466.066,2.988,,"U","xxx.",,"643.eaf"
14943.0,14943.687,0.687,,"C","bistuk i?",,"643.eaf"
14945.62,14948.325,2.705,,"C","muk'a i ja' ya xchik'intai poxili.",,"643.eaf"
14953.568,14954.571,1.003,,"C","ba baj'tiki ants?",,"643.eaf"
14957.666,14958.533,0.867,,"U","xxx.",,"643.eaf"
15089.448,15090.515,1.067,,"U","xxx.",,"643.eaf"
16625.0,16625.952,0.952,,"C","-mat jich ek ini?",,"643.eaf"
16627.528,16629.715,2.187,,"C","ja'i bit'il bi xkuchoj <Viri> [: Virginia].",,"643.eaf"
16631.309,16634.177,2.868,,"C","ma'yuk k'axemat ek i ta sna me'el gringai@s:spa.",,"643.eaf"
16635.372,16635.975,0.603,,"C","ma'yuk?",,"643.eaf"
16636.638,16637.208,0.57,,"C","mm.",,"643.eaf"
16639.206,16639.713,0.507,,"C","aa xxx.",,"643.eaf"
16641.139,16642.177,1.038,,"C","jmm &=laughs.",,"643.eaf"
16642.902,16643.344,0.442,,"C","jae?",,"643.eaf"
16644.817,16645.514,0.697,,"C","joo.",,"643.eaf"
16647.405,16648.714,1.309,,"C","ma xawixlan i.",,"643.eaf"
16652.614,16652.969,0.355,,"C","jae?",,"643.eaf"
16654.064,16654.718,0.654,,"C","mm.",,"643.eaf"
16654.972,16655.295,0.323,,"C","jmm.",,"643.eaf"
16659.266,16659.632,0.366,,"C","jmm.",,"643.eaf"
16673.534,16674.013,0.479,"N",,,,"643.eaf"
16846.677,16848.348,1.671,,"C","la' li'i, la' li'i tsakatal kiltik.",,"643.eaf"
16849.577,16850.322,0.745,,"C","bi la awut i?",,"643.eaf"
16851.877,16852.544,0.667,,"C","bi la awut?",,"643.eaf"
16854.182,16854.968,0.786,,"C","x.",,"643.eaf"
16855.39,16856.864,1.474,,"C","ji tsakatal kiltik a.",,"643.eaf"
16859.866,16861.144,1.278,,"C","bila xi la anet'?",,"643.eaf"
16862.564,16864.493,1.929,,"C","aa jich la anet' mene.",,"643.eaf"
16865.162,16867.2,2.038,,"C","&=sucksteeth &=inhales ila awil i ch'i.",,"643.eaf"
16867.606,16868.255,0.649,,"C","k'okoke.",,"643.eaf"
16870.387,16872.67,2.283,,"C","&=blows &=blows &=blows &=blows &=blows.",,"643.eaf"
16872.946,16875.53,2.584,,"C","wa'i ya xkejchaix te a yaxub me i.",,"643.eaf"
16914.65,16915.042,0.392,,"C","jae?",,"643.eaf"
16916.572,16917.652,1.08,,"C","ma'yukix sp'olmal?",,"643.eaf"
16919.468,16920.591,1.123,,"C","ma'yukix tienda@s:spa?",,"643.eaf"
16922.062,16922.554,0.492,,"C","bit'il ai ch'i?",,"643.eaf"
17764.74,17764.928,0.188,"N",,,,"643.eaf"
17765.91,17766.182,0.272,,"T","maili.",,"643.eaf"
17767.462,17767.514,0.052,"N",,,,"643.eaf"
17768.34,17768.546,0.206,,"T","joo.",,"643.eaf"
17769.24,17771.098,1.858,,"T","ja' ya lo'k'estal eso@s:spa jichmene.",,"643.eaf"
17771.876,17772.0,0.124,"N",,,,"643.eaf"
17772.698,17772.85,0.152,"N",,,,"643.eaf"
17774.61,17774.788,0.178,"N",,,,"643.eaf"
17776.276,17776.434,0.158,"N",,,,"643.eaf"
17778.928,17779.99,1.062,"N",,,,"643.eaf"
17783.772,17783.858,0.086,"N",,,,"643.eaf"
17785.602,17785.85,0.248,"N",,,,"643.eaf"
17787.844,17788.498,0.654,"N",,,,"643.eaf"
17792.934,17793.036,0.102,"N",,,,"643.eaf"
17793.636,17793.82,0.184,"N",,,,"643.eaf"
17794.768,17794.868,0.1,"N",,,,"643.eaf"
17796.408,17796.502,0.094,"N",,,,"643.eaf"
17798.622,17799.296,0.674,"N",,,,"643.eaf"
17799.932,17801.196,1.264,"N",,,,"643.eaf"
17801.784,17802.306,0.522,"N",,,,"643.eaf"
17802.87,17803.524,0.654,"N",,,,"643.eaf"
17805.398,17805.818,0.42,"N",,,,"643.eaf"
17812.52,17813.348,0.828,"N",,,,"643.eaf"
17816.926,17817.094,0.168,"N",,,,"643.eaf"
17817.798,17818.0,0.202,"N",,,,"643.eaf"
17901.14,17902.188,1.048,,"C","jamajilel.",,"643.eaf"
17902.214,17902.62,0.406,"N",,,,"643.eaf"
17903.928,17904.126,0.198,"N",,,,"643.eaf"
17909.67,17909.882,0.212,"N",,,,"643.eaf"
17910.498,17910.82,0.322,"N",,,,"643.eaf"
17912.0,17912.188,0.188,,"C","jm.",,"643.eaf"
17912.222,17912.365,0.143,"N",,,,"643.eaf"
17916.166,17916.398,0.232,"N",,,,"643.eaf"
17921.11,17921.232,0.122,"N",,,,"643.eaf"
