"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","vcm@CHI","xds@FA1","FA1","mwu@CHI","File"
30491.625,30491.64,0.015,"C",,,"M","2625.eaf"
30493.66,30493.904,0.244,"C",,,"1","2625.eaf"
30497.051,30498.552,1.501,"C",,,"M","2625.eaf"
30502.485,30502.776,0.291,"N",,,,"2625.eaf"
30504.865,30509.272,4.407,"C",,,"1","2625.eaf"
30510.662,30510.964,0.302,"C",,,"1","2625.eaf"
30512.052,30512.244,0.192,"C",,,"1","2625.eaf"
30514.978,30517.9,2.922,"C",,,"1","2625.eaf"
30520.14,30520.548,0.408,"N",,,,"2625.eaf"
30524.352,30524.728,0.376,"C",,,"1","2625.eaf"
30527.257,30528.153,0.896,"N",,,,"2625.eaf"
30528.468,30529.316,0.848,"C",,,"1","2625.eaf"
30530.439,30532.263,1.824,"C",,,"M","2625.eaf"
30533.736,30534.112,0.376,"C",,,"1","2625.eaf"
30534.833,30535.284,0.451,"C",,,"1","2625.eaf"
30535.833,30536.233,0.4,"C",,,"1","2625.eaf"
30537.195,30537.541,0.346,"C",,,"1","2625.eaf"
30537.996,30538.434,0.438,"C",,,"1","2625.eaf"
30538.835,30539.184,0.349,"C",,,"1","2625.eaf"
30539.586,30539.75,0.164,"C",,,"1","2625.eaf"
30540.392,30540.708,0.316,"C",,,"1","2625.eaf"
30540.708,30540.758,0.05,"C","C","&=laughs.","1","2625.eaf"
30540.758,30541.118,0.36,,"C","&=laughs.",,"2625.eaf"
30541.118,30541.474,0.356,"C","C","&=laughs.","1","2625.eaf"
30541.474,30541.475,0.001,"C",,,"1","2625.eaf"
30542.523,30543.47,0.947,"C",,,"1","2625.eaf"
30545.057,30547.274,2.217,,"C","sumeba'i yyy.",,"2625.eaf"
30547.274,30547.413,0.139,"C","C","sumeba'i yyy.","M","2625.eaf"
30547.413,30549.366,1.953,"C",,,"M","2625.eaf"
30550.464,30551.528,1.064,"N",,,,"2625.eaf"
30552.841,30553.13,0.289,"N",,,,"2625.eaf"
30553.737,30554.907,1.17,,"C","tsakatal número@s:spa ya jpastikix a.",,"2625.eaf"
30558.557,30559.523,0.966,,"C","tenax teine.",,"2625.eaf"
30560.498,30561.502,1.004,,"C","uno@s:spa ya pas.",,"2625.eaf"
30562.419,30563.217,0.798,,"C","uno@s:spa.",,"2625.eaf"
30564.523,30565.096,0.573,,"C","jmm.",,"2625.eaf"
30565.259,30566.602,1.343,,"C","puro@s:spa unoetik@s:spa xa'pas.",,"2625.eaf"
30569.777,30570.825,1.048,,"C","ayipeki ak'abeki?",,"2625.eaf"
30571.991,30574.266,2.275,,"C","jich tsaka- tsakats'i a cuadernoi@s:spa ala t'uch jich tsakaini.",,"2625.eaf"
30574.701,30575.142,0.441,,"C","te xnaklat.",,"2625.eaf"
30576.227,30576.733,0.506,,"C","la'to li'i.",,"2625.eaf"
30579.91,30581.252,1.342,,"C","maxa' tsakxan lok'el i.",,"2625.eaf"
30585.902,30586.993,1.091,,"C","jats'i uno@s:spa?",,"2625.eaf"
30589.37,30592.536,3.166,,"C","yyy uno@s:spa uno@s:spa uno@s:spa uno@s:spa uno@s:spa uno@s:spa.",,"2625.eaf"
30593.06,30593.532,0.472,,"C","uno@s:spa uno@s:spa uno@s:spa uno@s:spa jmm.",,"2625.eaf"
30593.532,30594.012,0.48,"C","C","uno@s:spa uno@s:spa uno@s:spa uno@s:spa jmm.","1","2625.eaf"
30594.012,30595.081,1.069,,"C","uno@s:spa uno@s:spa uno@s:spa uno@s:spa jmm.",,"2625.eaf"
30595.609,30596.403,0.794,,"C","ju'bal Abel?",,"2625.eaf"
30596.733,30597.688,0.955,,"C","dos@s:spa.",,"2625.eaf"
30605.278,30605.928,0.65,,"C","tey ay a.",,"2625.eaf"
30606.874,30607.049,0.175,"L",,,,"2625.eaf"
30607.049,30607.516,0.467,"L","C","yyy ya me spojbet te a.",,"2625.eaf"
30607.516,30608.489,0.973,,"C","yyy ya me spojbet te a.",,"2625.eaf"
30610.382,30611.246,0.864,"N",,,,"2625.eaf"
30612.816,30614.852,2.036,,"C","ma stak x'ipaje'.",,"2625.eaf"
30615.408,30616.306,0.898,,"C","ja'ts'in.",,"2625.eaf"
30623.579,30624.728,1.149,,"C","pasamekoel i.",,"2625.eaf"
30625.183,30626.913,1.73,,"C","lajina spasel i wa'tel ya xbat ta clase@s:spa.",,"2625.eaf"
30627.593,30628.97,1.377,,"C","yyy bajte bajt ta clase@s:spa.",,"2625.eaf"
30631.091,30633.295,2.204,,"C","yyy ya xwe alal ya xbat ta clase@s:spa.",,"2625.eaf"
30633.877,30634.653,0.776,,"C","jajchan i.",,"2625.eaf"
30637.989,30638.969,0.98,,"C","lajbal a wo'tan i?",,"2625.eaf"
30640.061,30641.02,0.959,,"C","ma x'ok'at i.",,"2625.eaf"
30641.683,30643.346,1.663,,"C","Marisa koantal.",,"2625.eaf"
30644.369,30645.581,1.212,,"C","koantal Marisa.",,"2625.eaf"
30646.826,30648.306,1.48,,"C","Marisa koantal.",,"2625.eaf"
30648.476,30649.042,0.566,"L",,,,"2625.eaf"
30654.824,30655.58,0.756,"L",,,,"2625.eaf"
30656.354,30657.927,1.573,"L",,,,"2625.eaf"
30659.467,30660.84,1.373,"C",,,"1","2625.eaf"
30661.676,30663.198,1.522,,"C","binti &=laughs?",,"2625.eaf"
30663.198,30664.072,0.874,"C","C","binti &=laughs?","1","2625.eaf"
30664.072,30664.857,0.785,"C",,,"1","2625.eaf"
30673.776,30675.596,1.82,"C",,,"1","2625.eaf"
30675.899,30677.272,1.373,,"C","mame'xa pakts'unkoel ay smasjola wu'une.",,"2625.eaf"
30677.272,30677.682,0.41,"N","C","mame'xa pakts'unkoel ay smasjola wu'une.",,"2625.eaf"
30677.682,30678.912,1.23,"N",,,,"2625.eaf"
30679.166,30680.83,1.664,,"C","mame'ayuk xa'pakts'unkoel.",,"2625.eaf"
30681.684,30682.813,1.129,,"C","k'ejaba kalame'.",,"2625.eaf"
30683.663,30684.715,1.052,,"C","k'ejaba teek'ine.",,"2625.eaf"
30685.214,30686.367,1.153,,"C","mame' xa wixlani fokoeli@s:spa.",,"2625.eaf"
30686.979,30688.194,1.215,,"C","liuka liuka batine.",,"2625.eaf"
30689.04,30690.591,1.551,,"C","k'ejaba i yyy.",,"2625.eaf"
30690.867,30692.457,1.59,,"C","computadorai@s:spa k'ejaba.",,"2625.eaf"
30704.72,30705.77,1.05,,"C","jmm jmm.",,"2625.eaf"
30709.234,30711.304,2.07,,"C","aa maxkil ja'nix ba la'wak' inema.",,"2625.eaf"
30711.51,30712.0,0.49,"C",,,"1","2625.eaf"
32186.559,32187.315,0.756,,"C","weatix lok'el.",,"2625.eaf"
32190.005,32190.701,0.696,,"C","Abel!",,"2625.eaf"
32191.653,32192.104,0.451,,"C","la'me.",,"2625.eaf"
32209.234,32210.331,1.097,,"C","weanmeich'i.",,"2625.eaf"
32210.815,32212.49,1.675,,"U","yyy.",,"2625.eaf"
32213.265,32214.462,1.197,,"C","weanme li xtalati.",,"2625.eaf"
32225.58,32226.896,1.316,"C",,,"M","2625.eaf"
32227.622,32227.98,0.358,,"C","we'an yyy.",,"2625.eaf"
32227.98,32228.244,0.264,"C","C","we'an yyy.","M","2625.eaf"
32228.244,32228.61,0.366,,"C","we'an yyy.",,"2625.eaf"
32229.891,32230.843,0.952,,"C","la kuchaeki wu'uni.",,"2625.eaf"
32233.412,32234.212,0.8,,"C","ila kuchame i.",,"2625.eaf"
32237.235,32237.834,0.599,,"C","ila kuchame i.",,"2625.eaf"
32238.747,32239.965,1.218,,"C","kuchame wu'un i sujamebats'i.",,"2625.eaf"
32290.75,32291.098,0.348,"L",,,,"2625.eaf"
32293.371,32294.52,1.149,,"C","te la ja' k'a.",,"2625.eaf"
32296.106,32296.452,0.346,"C",,,"1","2625.eaf"
32297.564,32298.153,0.589,"C",,,"1","2625.eaf"
32298.153,32298.363,0.21,"C","C","binti te ya stijlakoele?","1","2625.eaf"
32298.363,32299.652,1.289,,"C","binti te ya stijlakoele?",,"2625.eaf"
32301.386,32306.082,4.696,,"C","mm ats'am la stujkikoeli me'eli.",,"2625.eaf"
32307.536,32308.368,0.832,"C",,,"1","2625.eaf"
32315.032,32317.446,2.414,"C",,,"M","2625.eaf"
32319.238,32321.6,2.362,"C",,,"M","2625.eaf"
32331.544,32332.922,1.378,"C",,,"M","2625.eaf"
32337.094,32337.254,0.16,"C",,,"1","2625.eaf"
32340.816,32343.092,2.276,"C",,,"M","2625.eaf"
32349.511,32350.385,0.874,,"C","ma'yuk xi.",,"2625.eaf"
32351.35,32352.472,1.122,"C",,,"M","2625.eaf"
32354.476,32355.126,0.65,,"C","&=laughs.",,"2625.eaf"
32355.952,32357.213,1.261,,"C","ju'uk ya'tik to.",,"2625.eaf"
32358.686,32359.021,0.335,,"C","jmm jmm.",,"2625.eaf"
32362.595,32363.593,0.998,"C",,,"M","2625.eaf"
32363.593,32364.576,0.983,"C","U","yyy.","M","2625.eaf"
32364.576,32365.518,0.942,,"U","yyy.",,"2625.eaf"
32366.883,32367.9,1.017,,"C","la pa a chamarai.",,"2625.eaf"
32368.655,32369.58,0.925,,"C","la pa a chamarai.",,"2625.eaf"
32370.195,32371.006,0.811,,"C","ma' way sik?",,"2625.eaf"
32371.485,32374.467,2.982,,"C","la pay chamarrai@s:spa.",,"2625.eaf"
32377.593,32378.175,0.582,,"C","ila.",,"2625.eaf"
32378.23,32379.449,1.219,,"C","ijk'a ch'ayix koel.",,"2625.eaf"
32379.823,32381.352,1.529,,"C","ay me sik ya k'an stsakat obal?",,"2625.eaf"
32381.426,32381.828,0.402,"C",,,"1","2625.eaf"
32383.664,32384.716,1.052,"C",,,"M","2625.eaf"
32385.136,32386.37,1.234,"C",,,"M","2625.eaf"
32387.444,32388.32,0.876,"C",,,"M","2625.eaf"
32388.966,32391.208,2.242,"C",,,"M","2625.eaf"
32391.84,32392.048,0.208,"C",,,"M","2625.eaf"
32392.048,32392.461,0.413,"C","C","jmm.","M","2625.eaf"
32392.461,32392.65,0.189,"C",,,"M","2625.eaf"
32393.352,32394.092,0.74,"C",,,"M","2625.eaf"
32394.974,32395.944,0.97,"C",,,"M","2625.eaf"
32396.626,32397.035,0.409,"C",,,"M","2625.eaf"
32397.035,32397.518,0.483,"C","C","jmm.","M","2625.eaf"
32397.518,32397.536,0.018,"C",,,"M","2625.eaf"
32398.322,32398.642,0.32,"C",,,"1","2625.eaf"
32400.292,32401.28,0.988,,"C","ban xan ta alan i.",,"2625.eaf"
32401.852,32402.094,0.242,"C",,,"1","2625.eaf"
32402.649,32403.472,0.823,,"C","ba ak'axantal vuelta@s:spa te a.",,"2625.eaf"
32404.172,32404.404,0.232,"C",,,"1","2625.eaf"
32404.548,32406.197,1.649,,"U","yyy.",,"2625.eaf"
32406.933,32407.456,0.523,,"C","mame' xa' wajts'esaime kamarae@s:spa.",,"2625.eaf"
32407.456,32407.726,0.27,"C","C","mame' xa' wajts'esaime kamarae@s:spa.","1","2625.eaf"
32407.726,32408.133,0.407,,"C","mame' xa' wajts'esaime kamarae@s:spa.",,"2625.eaf"
32408.79,32409.568,0.778,"C",,,"M","2625.eaf"
32416.372,32416.652,0.28,"C",,,"1","2625.eaf"
32439.88,32445.856,5.976,"C",,,"M","2625.eaf"
32464.064,32464.264,0.2,"N",,,,"2625.eaf"
32468.872,32469.668,0.796,"C",,,"1","2625.eaf"
32470.67,32471.855,1.185,,"C","mala wili papatiki?",,"2625.eaf"
32472.102,32473.044,0.942,"C",,,"1","2625.eaf"
32506.0,32506.992,0.992,,"A","tulanixbel.",,"2625.eaf"
32506.992,32507.396,0.404,"C","A","tulanixbel.","1","2625.eaf"
32507.396,32507.63,0.234,,"A","tulanixbel.",,"2625.eaf"
32507.82,32508.258,0.438,,"U","yyy.",,"2625.eaf"
32508.258,32508.684,0.426,"C","U","yyy.","1","2625.eaf"
32508.684,32509.546,0.862,,"U","yyy.",,"2625.eaf"
32509.546,32509.9,0.354,"C","U","yyy.","1","2625.eaf"
32509.9,32510.84,0.94,,"U","yyy.",,"2625.eaf"
32510.84,32511.0,0.16,"C","U","yyy.","M","2625.eaf"
32511.0,32511.786,0.786,"C",,,"M","2625.eaf"
32511.89,32512.244,0.354,,"A","yyy banti ya ka'k'ini?",,"2625.eaf"
32512.244,32512.766,0.522,"C","A","yyy banti ya ka'k'ini?","1","2625.eaf"
32512.766,32513.472,0.706,,"A","yyy banti ya ka'k'ini?",,"2625.eaf"
32513.472,32514.602,1.13,"C","A","yyy banti ya ka'k'ini?","M","2625.eaf"
32514.602,32515.27,0.668,,"A","yyy banti ya ka'k'ini?",,"2625.eaf"
32515.864,32516.244,0.38,"C",,,"1","2625.eaf"
32517.22,32518.672,1.452,"C",,,"M","2625.eaf"
32519.54,32519.82,0.28,,"A","bat xan ibi?",,"2625.eaf"
32519.82,32520.34,0.52,"C","A","bat xan ibi?","M","2625.eaf"
32520.34,32520.45,0.11,,"A","bat xan ibi?",,"2625.eaf"
32520.75,32521.638,0.888,"C",,,"1","2625.eaf"
32522.262,32523.064,0.802,"C",,,"M","2625.eaf"
32530.672,32531.308,0.636,"C",,,"M","2625.eaf"
32532.256,32533.176,0.92,"C",,,"1","2625.eaf"
32533.975,32534.525,0.55,"C",,,"1","2625.eaf"
32534.932,32535.848,0.916,"C",,,"M","2625.eaf"
32537.008,32537.836,0.828,"C",,,"M","2625.eaf"
32538.768,32539.376,0.608,"C",,,"M","2625.eaf"
32540.166,32541.25,1.084,"C",,,"M","2625.eaf"
32542.908,32543.564,0.656,"C",,,"1","2625.eaf"
32544.334,32544.986,0.652,"C",,,"1","2625.eaf"
32545.59,32546.254,0.664,"C",,,"1","2625.eaf"
32549.0,32549.9,0.9,"C",,,"1","2625.eaf"
32550.97,32551.87,0.9,,"U","yyy.",,"2625.eaf"
32553.252,32554.276,1.024,"N",,,,"2625.eaf"
32555.08,32555.53,0.45,"N",,,,"2625.eaf"
32555.888,32557.015,1.127,"N",,,,"2625.eaf"
32557.1,32558.448,1.348,"N",,,,"2625.eaf"
32558.674,32559.726,1.052,"N",,,,"2625.eaf"
32559.872,32561.14,1.268,"N",,,,"2625.eaf"
32561.14,32562.55,1.41,"N",,,,"2625.eaf"
32562.55,32564.48,1.93,"N",,,,"2625.eaf"
32702.016,32702.478,0.462,"C",,,"1","2625.eaf"
32702.96,32703.594,0.634,"C",,,"M","2625.eaf"
32703.992,32704.56,0.568,"C",,,"M","2625.eaf"
32704.7,32705.38,0.68,"C",,,"M","2625.eaf"
32707.236,32707.516,0.28,"C",,,"1","2625.eaf"
32708.256,32708.498,0.242,"C",,,"1","2625.eaf"
32713.912,32714.828,0.916,"C",,,"1","2625.eaf"
32715.1,32715.786,0.686,"C",,,"1","2625.eaf"
32716.64,32717.48,0.84,"C",,,"1","2625.eaf"
32717.715,32718.51,0.795,"C",,,"1","2625.eaf"
32719.005,32719.615,0.61,"C",,,"1","2625.eaf"
32720.145,32720.704,0.559,"C",,,"1","2625.eaf"
32721.806,32722.002,0.196,"C",,,"1","2625.eaf"
32726.344,32726.494,0.15,"C",,,"1","2625.eaf"
32733.81,32734.73,0.92,,"T","we'atixbal?",,"2625.eaf"
32734.902,32735.102,0.2,"C",,,"1","2625.eaf"
32736.958,32737.194,0.236,"C",,,"1","2625.eaf"
32738.68,32738.878,0.198,"C",,,"1","2625.eaf"
32739.762,32740.142,0.38,"C",,,"1","2625.eaf"
32740.25,32740.644,0.394,"C",,,"1","2625.eaf"
32741.555,32742.024,0.469,,"U","yyy.",,"2625.eaf"
32742.024,32742.205,0.181,"C","U","yyy.","1","2625.eaf"
32742.205,32742.388,0.183,"C",,,"1","2625.eaf"
32743.332,32743.662,0.33,"C",,,"1","2625.eaf"
32744.136,32744.504,0.368,"C",,,"1","2625.eaf"
32746.154,32746.728,0.574,"C",,,"1","2625.eaf"
32747.384,32747.672,0.288,"C",,,"1","2625.eaf"
32748.312,32749.09,0.778,"C",,,"M","2625.eaf"
32749.764,32750.506,0.742,"C",,,"M","2625.eaf"
32751.0,32751.53,0.53,"C",,,"M","2625.eaf"
32752.008,32753.044,1.036,"C",,,"M","2625.eaf"
32754.622,32755.528,0.906,"C",,,"1","2625.eaf"
32757.318,32758.324,1.006,"C",,,"M","2625.eaf"
32758.515,32759.735,1.22,,"T","la' ala kaytika'in.",,"2625.eaf"
32759.735,32759.745,0.01,"C","T","la' ala kaytika'in.","1","2625.eaf"
32759.745,32760.028,0.283,"C",,,"1","2625.eaf"
32760.405,32761.592,1.187,,"T","la' ala kaytikini.",,"2625.eaf"
32761.592,32761.895,0.303,"C","T","la' ala kaytikini.","1","2625.eaf"
32761.895,32761.922,0.027,"C",,,"1","2625.eaf"
33154.448,33155.326,0.878,"C",,,"M","2625.eaf"
33156.434,33156.72,0.286,"C",,,"1","2625.eaf"
33157.618,33160.08,2.462,"C",,,"M","2625.eaf"
33160.8,33162.376,1.576,"C",,,"M","2625.eaf"
33162.376,33163.54,1.164,"C",,,"M","2625.eaf"
33163.92,33164.42,0.5,,"T","jm.",,"2625.eaf"
33165.17,33165.824,0.654,"C",,,"1","2625.eaf"
33165.985,33166.215,0.23,,"T","jm.",,"2625.eaf"
33166.215,33166.455,0.24,"C","T","jm.","1","2625.eaf"
33166.455,33166.908,0.453,"C",,,"1","2625.eaf"
33167.556,33168.786,1.23,"C",,,"M","2625.eaf"
33168.805,33169.245,0.44,,"T","jm.",,"2625.eaf"
33169.528,33170.584,1.056,"C",,,"1","2625.eaf"
33171.2,33171.424,0.224,,"T","&=laughs.",,"2625.eaf"
33171.424,33172.81,1.386,"C","T","&=laughs.","1","2625.eaf"
33172.81,33172.87,0.06,"C",,,"1","2625.eaf"
33172.87,33173.125,0.255,"C","T","jm.","1","2625.eaf"
33173.125,33173.53,0.405,,"T","jm.",,"2625.eaf"
33173.582,33175.046,1.464,"C",,,"M","2625.eaf"
33175.175,33176.355,1.18,,"T","ay me'tik ta winik?",,"2625.eaf"
33176.766,33177.236,0.47,"C",,,"1","2625.eaf"
33177.302,33178.4,1.098,"C",,,"1","2625.eaf"
33178.55,33178.83,0.28,,"T","jm.",,"2625.eaf"
33178.932,33179.442,0.51,"C",,,"1","2625.eaf"
33179.975,33180.465,0.49,,"T","xiw?",,"2625.eaf"
33180.736,33181.938,1.202,"N",,,,"2625.eaf"
33182.994,33185.842,2.848,"C",,,"M","2625.eaf"
33186.006,33186.468,0.462,"C",,,"1","2625.eaf"
33186.818,33187.09,0.272,"C",,,"1","2625.eaf"
33187.87,33188.14,0.27,"C",,,"1","2625.eaf"
33188.445,33188.63,0.185,"C",,,"1","2625.eaf"
33188.63,33188.812,0.182,"C","T","ile' ayix sim kusbetik.","1","2625.eaf"
33188.812,33190.32,1.508,,"T","ile' ayix sim kusbetik.",,"2625.eaf"
33192.852,33194.368,1.516,"C",,,"1","2625.eaf"
33194.78,33195.93,1.15,,"T","&=whistles.",,"2625.eaf"
33196.76,33199.77,3.01,,"T","&=whistles.",,"2625.eaf"
33200.93,33201.984,1.054,"C",,,"1","2625.eaf"
33207.775,33208.036,0.261,"C",,,"1","2625.eaf"
33208.386,33208.588,0.202,"C",,,"1","2625.eaf"
33209.09,33209.336,0.246,"C",,,"1","2625.eaf"
33209.48,33209.635,0.155,"C",,,"1","2625.eaf"
33209.635,33209.744,0.109,"C","T","jicha kak'be jilel xixlanekini.","1","2625.eaf"
33209.744,33210.02,0.276,,"T","jicha kak'be jilel xixlanekini.",,"2625.eaf"
33210.02,33210.45,0.43,"C","T","jicha kak'be jilel xixlanekini.","1","2625.eaf"
33210.45,33210.715,0.265,,"T","jicha kak'be jilel xixlanekini.",,"2625.eaf"
33210.795,33211.378,0.583,"C",,,"1","2625.eaf"
33211.86,33211.89,0.03,,"T","ja' ya'tija' maquina@s:spa.",,"2625.eaf"
33211.89,33212.29,0.4,"C","T","ja' ya'tija' maquina@s:spa.","1","2625.eaf"
33212.29,33212.696,0.406,,"T","ja' ya'tija' maquina@s:spa.",,"2625.eaf"
33212.696,33213.088,0.392,"C","T","ja' ya'tija' maquina@s:spa.","1","2625.eaf"
33213.088,33213.13,0.042,,"T","ja' ya'tija' maquina@s:spa.",,"2625.eaf"
33213.598,33213.968,0.37,"C",,,"1","2625.eaf"
2022.948,2024.051,1.103,"C",,,"1","7220.eaf"
2047.22,2048.029,0.809,"N",,,,"7220.eaf"
2054.484,2060.563,6.079,"C",,,"1","7220.eaf"
2060.885,2062.155,1.27,"C",,,"1","7220.eaf"
2062.545,2063.74,1.195,"C",,,"1","7220.eaf"
2064.523,2066.26,1.737,"C",,,"1","7220.eaf"
2066.665,2067.774,1.109,"C",,,"M","7220.eaf"
2069.745,2070.297,0.552,"C",,,"1","7220.eaf"
2071.971,2074.232,2.261,"C",,,"1","7220.eaf"
2078.135,2079.492,1.357,"C",,,"1","7220.eaf"
2107.291,2108.249,0.958,"N",,,,"7220.eaf"
2110.398,2112.836,2.438,"N",,,,"7220.eaf"
2162.012,2164.376,2.364,"C",,,"M","7220.eaf"
2202.232,2202.749,0.517,"N",,,,"7220.eaf"
2204.818,2205.018,0.2,"N",,,,"7220.eaf"
2205.528,2211.903,6.375,"N",,,,"7220.eaf"
2212.782,2214.521,1.739,"N",,,,"7220.eaf"
2215.846,2221.019,5.173,"N",,,,"7220.eaf"
2225.879,2226.877,0.998,,"A","NT.",,"7220.eaf"
2229.006,2231.66,2.654,,"A","NT.",,"7220.eaf"
2246.767,2248.132,1.365,,"A","NT.",,"7220.eaf"
2259.413,2261.32,1.907,,"T","ba tsaka pelota@s:spa kalame' jujup'ej awunik.",,"7220.eaf"
2262.043,2264.683,2.64,,"T","te enuk ai mene ja' ts'i xkucho eki <jMatek> [: Mateo].",,"7220.eaf"
2265.122,2266.415,1.293,,"T","ja' ts'i xkuchoj ek i <Matek> [: Mateo].",,"7220.eaf"
2266.415,2266.864,0.449,"N","T","ja' ts'i xkuchoj ek i <Matek> [: Mateo].",,"7220.eaf"
2266.864,2267.328,0.464,"N",,,,"7220.eaf"
2269.346,2269.758,0.412,,"T","tajinan am- yyy.",,"7220.eaf"
2269.758,2270.343,0.585,"N","T","tajinan am- yyy.",,"7220.eaf"
2270.343,2270.643,0.3,,"T","tajinan am- yyy.",,"7220.eaf"
2270.643,2272.964,2.321,"N","T","tajinan am- yyy.",,"7220.eaf"
2272.964,2275.373,2.409,"N",,,,"7220.eaf"
2275.714,2276.275,0.561,,"T","ma x'ok'at i.",,"7220.eaf"
2280.699,2282.807,2.108,"C",,,"M","7220.eaf"
2282.807,2283.335,0.528,"C","T","ja' ini ba tsakatal ma ba stsak.","M","7220.eaf"
2283.335,2284.806,1.471,,"T","ja' ini ba tsakatal ma ba stsak.",,"7220.eaf"
2286.083,2287.971,1.888,,"T","ila sne awixtabi.",,"7220.eaf"
2289.376,2290.825,1.449,,"T","aye xk'opo te maxe.",,"7220.eaf"
2291.344,2292.288,0.944,,"T","ba ila awil.",,"7220.eaf"
2293.486,2294.521,1.035,,"T","ba tsaka tal sok <Mate> [: Mateo].",,"7220.eaf"
2297.561,2300.306,2.745,,"C","li' la xawak'be ini ya yixla stukelik.",,"7220.eaf"
2305.38,2306.78,1.4,"N",,,,"7220.eaf"
2307.429,2308.965,1.536,"N",,,,"7220.eaf"
2308.965,2310.679,1.714,"N","A","NT.",,"7220.eaf"
2310.679,2312.457,1.778,,"A","NT.",,"7220.eaf"
2409.702,2414.684,4.982,,"A","NT.",,"7220.eaf"
2421.173,2421.988,0.815,,"A","NT.",,"7220.eaf"
2435.316,2435.677,0.361,"C",,,"1","7220.eaf"
2446.961,2450.915,3.954,,"A","NT.",,"7220.eaf"
2452.233,2453.122,0.889,"N",,,,"7220.eaf"
2453.122,2453.126,0.004,"N","A","NT.",,"7220.eaf"
2453.126,2453.764,0.638,,"A","NT.",,"7220.eaf"
2460.012,2462.503,2.491,,"A","NT.",,"7220.eaf"
2466.169,2466.568,0.399,"N",,,,"7220.eaf"
2467.125,2467.439,0.314,"N",,,,"7220.eaf"
2468.106,2469.125,1.019,"C",,,"1","7220.eaf"
2469.995,2471.256,1.261,"C",,,"1","7220.eaf"
2472.049,2473.057,1.008,"C",,,"1","7220.eaf"
2474.344,2475.857,1.513,"C",,,"1","7220.eaf"
2487.142,2488.507,1.365,,"A","NT.",,"7220.eaf"
2490.063,2491.686,1.623,,"A","NT.",,"7220.eaf"
2492.56,2493.371,0.811,,"A","NT.",,"7220.eaf"
2495.035,2495.418,0.383,,"A","NT.",,"7220.eaf"
2496.06,2498.005,1.945,"N",,,,"7220.eaf"
2499.606,2500.723,1.117,,"A","NT.",,"7220.eaf"
2504.196,2504.749,0.553,,"A","NT.",,"7220.eaf"
2504.976,2505.304,0.328,"C",,,"1","7220.eaf"
2506.392,2506.662,0.27,"C",,,"1","7220.eaf"
2507.811,2508.113,0.302,"C",,,"1","7220.eaf"
2518.656,2519.557,0.901,,"A","NT.",,"7220.eaf"
2520.684,2520.907,0.223,,"A","NT.",,"7220.eaf"
2520.907,2521.707,0.8,"C","A","NT.","1","7220.eaf"
2521.707,2522.371,0.664,"C",,,"1","7220.eaf"
2522.721,2524.177,1.456,"C",,,"1","7220.eaf"
2525.023,2526.173,1.15,"C",,,"1","7220.eaf"
2526.878,2527.824,0.946,"N",,,,"7220.eaf"
2528.686,2528.879,0.193,"N",,,,"7220.eaf"
2529.124,2530.482,1.358,"N",,,,"7220.eaf"
2530.829,2535.574,4.745,"C",,,"M","7220.eaf"
2535.966,2537.557,1.591,,"C","ya k'an xtalat kala pap?",,"7220.eaf"
2538.517,2538.921,0.404,,"C","li'i?",,"7220.eaf"
2539.348,2539.892,0.544,"N",,,,"7220.eaf"
2539.892,2543.463,3.571,"N","T","aa ch'enanme i ya kala petat jichini ya jpetat.",,"7220.eaf"
2543.463,2548.485,5.022,"N",,,,"7220.eaf"
2548.485,2549.685,1.2,"N","T","ban ta Mikaich'i.",,"7220.eaf"
2549.685,2550.581,0.896,"N",,,,"7220.eaf"
2550.581,2551.72,1.139,"N","T","ya' me majati ch'i.",,"7220.eaf"
2551.72,2554.036,2.316,"N",,,,"7220.eaf"
2554.036,2555.036,1.0,"N","B","&=laughs.",,"7220.eaf"
2555.036,2557.266,2.23,"N",,,,"7220.eaf"
2557.266,2558.492,1.226,"N","T","ch'enan ma x'ok'at.",,"7220.eaf"
2558.492,2561.422,2.93,"N",,,,"7220.eaf"
2561.422,2565.792,4.37,"N","C","tsakbelatal sillai mamai k'ejelaxnaka ja'te ya xnakaj ch'ebalik amene.",,"7220.eaf"
2565.792,2569.838,4.046,"N",,,,"7220.eaf"
2569.838,2573.056,3.218,"N","A","NT.",,"7220.eaf"
2573.056,2573.373,0.317,"N",,,,"7220.eaf"
2573.373,2573.543,0.17,"N","A","NT.",,"7220.eaf"
2573.543,2573.793,0.25,,"A","NT.",,"7220.eaf"
2575.251,2575.913,0.662,"N",,,,"7220.eaf"
2578.862,2579.56,0.698,"N",,,,"7220.eaf"
2579.987,2581.501,1.514,"N",,,,"7220.eaf"
2582.208,2583.504,1.296,,"A","NT.",,"7220.eaf"
2587.144,2588.004,0.86,,"A","NT.",,"7220.eaf"
2589.932,2591.749,1.817,,"A","NT.",,"7220.eaf"
2592.278,2593.507,1.229,"N",,,,"7220.eaf"
2593.872,2595.076,1.204,,"A","NT.",,"7220.eaf"
2595.076,2595.575,0.499,"N","A","NT.",,"7220.eaf"
2595.575,2598.272,2.697,,"A","NT.",,"7220.eaf"
2598.749,2599.435,0.686,,"A","NT.",,"7220.eaf"
2600.028,2608.0,7.972,,"A","NT.",,"7220.eaf"
2608.884,2609.88,0.996,,"A","NT.",,"7220.eaf"
